Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
5.14,-0.08,0.14,0.05,9.13,-3.66,0.96,0.08
5.23,-0.12,0.12,0.06,9.1,-3.7,0.95,0.08
5.31,-0.1,0.09,-0.03,9.12,-3.71,0.91,0.08
5.4,-0.04,0.11,-0.04,9.17,-3.71,0.91,0.08
5.52,-0.13,0.1,0.13,9.11,-3.7,0.96,0.08
5.59,-0.26,0.11,0.15,9.07,-3.71,0.99,0.08
5.7,-0.19,0.03,-0.06,9.12,-3.72,0.96,0.08
5.78,-0.07,-0.07,-0.1,9.13,-3.67,0.93,0.08
5.88,-0.08,0.09,0.1,9.1,-3.68,0.95,0.07
6.06,-0.11,0.29,0.18,9.12,-3.74,0.93,0.07
6.07,-0.09,0.16,0.15,9.14,-3.72,0.92,0.07
6.14,-0.11,0.02,0.11,9.15,-3.68,0.95,0.06
6.24,-0.15,-0.02,-0.0,9.14,-3.67,0.99,0.06
6.34,-0.07,-0.12,-0.07,9.12,-3.67,1.01,0.06
6.42,-0.02,-0.03,0.03,9.13,-3.67,0.97,0.06
6.51,-0.05,0.1,0.24,9.14,-3.66,0.98,0.05
6.61,0.01,0.07,0.21,9.16,-3.68,0.99,0.05
6.7,0.04,-0.04,0.06,9.16,-3.7,0.95,0.05
6.8,0.04,-0.03,0.09,9.14,-3.69,0.95,0.05
6.99,-0.05,0.03,0.07,9.15,-3.67,0.92,0.04
6.99,-0.24,-0.0,0.05,9.12,-3.69,0.92,0.04
7.08,-0.21,0.01,0.13,9.09,-3.7,0.99,0.04
7.16,-0.03,-0.0,0.08,9.1,-3.69,0.96,0.04
7.25,-0.0,0.04,-0.04,9.11,-3.71,0.9,0.04
7.36,-0.03,0.08,0.05,9.1,-3.74,0.95,0.04
7.44,-0.08,-0.0,0.1,9.11,-3.72,0.97,0.04
7.52,-0.09,-0.02,-0.01,9.14,-3.71,0.95,0.03
7.62,-0.04,0.01,0.02,9.15,-3.73,0.98,0.03
7.71,-0.06,0.06,0.13,9.1,-3.72,0.95,0.03
7.9,-0.09,0.04,0.08,9.08,-3.67,0.91,0.03
7.91,-0.05,-0.05,-0.08,9.11,-3.66,1.01,0.02
7.99,-0.01,-0.0,-0.05,9.13,-3.7,1.05,0.02
8.14,-0.0,0.0,0.1,9.11,-3.66,0.95,0.02
8.18,-0.03,-0.06,-0.02,9.12,-3.65,0.88,0.02
8.28,-0.1,0.13,-0.2,9.1,-3.69,0.9,0.02
8.37,-0.03,0.18,-0.06,9.1,-3.68,0.94,0.03
8.45,0.04,0.01,0.2,9.13,-3.66,0.96,0.02
8.58,-0.05,-0.01,0.25,9.14,-3.67,1.0,0.03
8.64,-0.04,0.02,0.07,9.12,-3.68,0.97,0.02
8.82,-0.03,-0.0,0.01,9.11,-3.72,0.93,0.03
8.82,-0.16,-0.04,0.12,9.09,-3.74,0.98,0.03
8.91,-0.13,-0.01,0.1,9.12,-3.69,1.0,0.03
9.01,-0.07,0.06,0.03,9.15,-3.63,0.93,0.02
9.09,-0.02,0.08,-0.0,9.14,-3.69,0.9,0.02
9.19,0.05,0.11,0.04,9.12,-3.7,0.97,0.02
9.27,-0.0,0.17,0.09,9.1,-3.67,1.01,0.02
9.38,-0.09,0.17,0.05,9.1,-3.69,1.01,0.03
9.47,-0.09,0.13,-0.03,9.12,-3.69,1.0,0.03
9.55,-0.08,0.09,-0.06,9.1,-3.69,0.96,0.03
9.74,-0.13,0.07,0.05,9.09,-3.68,0.98,0.03
9.74,-0.2,0.07,0.12,9.09,-3.66,1.01,0.03
9.82,-0.19,0.03,0.11,9.07,-3.69,0.99,0.03
9.94,-0.17,-0.02,0.11,9.11,-3.74,0.99,0.03
10.03,-0.11,-0.03,0.08,9.16,-3.69,0.98,0.03
10.12,-0.04,-0.02,0.06,9.16,-3.69,0.94,0.03
10.21,-0.01,0.09,0.12,9.12,-3.76,0.92,0.03
10.3,-0.07,0.12,0.08,9.12,-3.76,0.94,0.03
10.38,-0.18,-0.06,0.08,9.17,-3.67,0.94,0.03
10.47,-0.14,-0.12,0.2,9.17,-3.65,0.92,0.03
10.66,-0.1,0.0,0.06,9.11,-3.7,0.92,0.03
10.69,-0.12,0.02,-0.08,9.09,-3.71,0.96,0.02
10.77,-0.13,-0.03,-0.03,9.11,-3.69,0.98,0.03
10.84,-0.18,0.03,-0.08,9.12,-3.63,1.0,0.03
10.95,-0.07,0.06,-0.02,9.11,-3.65,1.02,0.03
11.04,0.07,0.03,0.13,9.09,-3.69,1.01,0.03
11.13,0.05,0.03,0.15,9.09,-3.69,0.94,0.03
11.21,-0.08,-0.01,0.14,9.11,-3.69,0.92,0.03
11.31,-0.18,0.01,0.11,9.15,-3.68,0.96,0.03
11.4,-0.17,0.14,0.02,9.13,-3.7,0.93,0.03
11.6,-0.17,0.16,-0.06,9.1,-3.72,0.9,0.03
11.6,-0.15,0.11,-0.03,9.13,-3.71,0.98,0.03
11.67,-0.11,0.13,0.03,9.15,-3.7,1.02,0.03
11.76,-0.14,0.14,0.09,9.13,-3.67,0.95,0.03
11.85,-0.09,0.13,0.07,9.13,-3.68,0.92,0.03
11.95,-0.07,0.1,0.03,9.18,-3.73,0.94,0.04
12.05,-0.1,0.06,0.05,9.16,-3.71,0.9,0.04
12.13,-0.04,0.17,0.05,9.11,-3.68,0.93,0.04
12.24,-0.1,0.21,0.04,9.09,-3.73,0.99,0.04
12.34,-0.15,0.04,0.13,9.08,-3.74,0.95,0.04
12.54,-0.06,0.03,0.11,9.11,-3.69,0.93,0.05
12.55,-0.07,0.25,-0.05,9.13,-3.65,0.94,0.05
12.59,-0.08,0.27,-0.08,9.13,-3.63,0.96,0.05
12.7,-0.02,0.04,-0.05,9.11,-3.66,0.95,0.05
12.8,-0.11,-0.02,-0.0,9.09,-3.72,0.91,0.05
12.88,-0.15,0.14,0.03,9.1,-3.7,0.9,0.05
12.98,-0.07,0.11,-0.06,9.1,-3.68,0.9,0.05
13.07,-0.03,0.03,-0.06,9.11,-3.69,0.9,0.05
13.15,-0.08,0.08,0.09,9.14,-3.67,0.92,0.05
13.24,-0.2,0.05,0.1,9.16,-3.67,0.99,0.05
13.43,-0.2,0.03,0.0,9.15,-3.69,0.99,0.05
13.44,0.02,0.05,0.05,9.07,-3.7,0.95,0.05
13.51,0.06,0.06,0.06,9.08,-3.68,0.98,0.05
13.63,-0.1,0.1,-0.11,9.11,-3.69,0.95,0.06
13.69,-0.13,0.08,-0.03,9.08,-3.67,0.88,0.07
13.8,-0.07,0.08,0.24,9.1,-3.65,0.89,0.07
13.88,-0.02,0.15,0.11,9.11,-3.74,0.92,0.08
13.97,-0.08,0.18,-0.05,9.1,-3.76,0.95,0.08
14.06,-0.19,0.16,0.05,9.12,-3.7,0.98,0.09
14.16,-0.2,0.13,-0.04,9.12,-3.68,0.99,0.09
14.39,-0.22,0.14,-0.16,9.12,-3.68,0.98,0.09
14.39,-0.28,0.12,0.03,9.16,-3.67,0.94,0.1
14.44,-0.21,0.06,0.16,9.16,-3.67,0.98,0.11
14.53,-0.09,0.04,0.01,9.14,-3.7,0.98,0.12
14.63,-0.05,0.05,-0.01,9.11,-3.7,0.95,0.12
14.72,-0.0,0.07,0.1,9.1,-3.69,0.98,0.12
14.81,-0.04,0.05,0.12,9.11,-3.73,0.96,0.11
14.93,-0.15,0.0,0.08,9.13,-3.73,0.98,0.11
15.0,-0.16,-0.0,0.1,9.09,-3.72,1.03,0.1
15.08,-0.15,0.0,0.09,9.1,-3.67,0.97,0.1
15.29,-0.11,0.09,-0.07,9.16,-3.65,0.94,0.1
15.3,-0.06,0.16,-0.07,9.1,-3.71,0.96,0.1
15.37,-0.12,-0.0,0.11,9.05,-3.67,1.02,0.11
15.47,-0.1,-0.07,0.09,9.13,-3.64,1.05,0.12
15.56,-0.03,0.05,-0.08,9.14,-3.7,0.98,0.11
15.66,0.07,0.08,-0.04,9.09,-3.71,0.96,0.12
15.75,0.07,0.09,0.05,9.11,-3.66,0.98,0.12
15.82,-0.11,0.01,-0.01,9.15,-3.65,0.99,0.13
15.92,-0.12,0.0,0.03,9.15,-3.72,0.99,0.13
16.0,-0.05,0.22,0.15,9.12,-3.7,1.01,0.13
16.19,-0.09,0.18,0.18,9.09,-3.67,0.99,0.14
16.19,-0.03,-1.05,-122.1,8.99,-3.04,1.1,0.56
16.29,-0.28,-2.19,-328.25,9.6,2.39,0.99,1.8
16.38,-1.12,1.61,-369.81,8.5,6.5,1.29,1.97
16.46,-1.27,5.12,-332.07,4.03,7.05,1.32,1.76
16.57,-0.4,1.04,-346.24,-0.82,9.11,-0.32,1.69
16.66,-0.66,-3.68,-358.06,-5.77,9.07,-0.29,1.77
16.75,-1.42,-4.29,-359.18,-8.61,9.66,0.76,1.94
16.85,-1.09,0.84,-356.19,-8.44,1.18,1.1,2.2
16.93,-0.74,5.32,-342.11,-6.43,-10.73,2.14,2.45
17.13,-0.46,1.47,-331.87,-1.31,-11.83,1.52,2.68
17.13,-0.68,-2.29,-338.25,4.69,-8.92,0.17,2.75
17.22,-0.93,-2.11,-337.48,9.65,-2.11,0.37,2.69
17.3,-0.93,1.6,-336.18,10.81,0.77,1.41,2.57
17.38,-1.26,4.58,-339.85,8.07,3.19,2.39,2.3
17.49,-0.67,1.17,-340.02,4.76,8.18,1.17,1.99
17.59,-0.54,-2.94,-354.33,0.09,11.1,-0.22,1.79
17.67,-1.19,-3.73,-362.61,-4.69,15.31,0.37,1.8
17.75,-1.03,0.47,-356.76,-8.16,7.63,1.29,1.94
17.86,-1.01,4.5,-348.31,-9.75,-4.23,2.07,2.17
18.04,-0.66,1.56,-331.52,-7.06,-7.51,1.2,2.36
18.04,-0.6,-2.34,-335.45,-2.38,-13.2,-0.15,2.56
18.12,-1.46,-3.64,-341.41,2.98,-11.82,0.37,2.73
18.23,-1.11,-0.54,-334.32,7.99,-5.47,1.55,2.74
18.31,-0.59,5.11,-340.48,9.13,-6.64,2.53,2.56
18.41,-0.64,3.18,-346.75,9.07,0.8,1.45,2.3
18.51,-0.34,-2.37,-354.3,6.83,11.68,-0.08,2.05
18.6,-0.92,-4.09,-357.84,0.43,14.46,0.77,1.87
18.69,-1.47,-1.12,-355.12,-4.92,10.78,1.44,1.85
18.78,-1.21,4.48,-348.91,-8.62,0.85,1.71,1.99
18.96,-0.61,3.27,-334.17,-9.76,-3.89,1.26,2.18
18.96,-0.59,-1.79,-331.68,-7.3,-4.54,0.2,2.4
19.04,-1.32,-3.17,-336.75,-2.91,-4.7,0.56,2.58
19.15,-1.09,0.9,-339.47,2.18,-8.35,1.46,2.69
19.24,-0.75,5.29,-336.25,6.93,-11.73,1.38,2.73
19.33,-0.49,2.03,-338.67,10.81,-4.66,-0.02,2.59
19.41,-0.88,-3.04,-358.6,10.66,5.32,-0.02,2.35
19.52,-1.2,-3.64,-364.02,7.5,15.44,0.85,2.14
19.59,-0.86,1.47,-353.31,2.71,14.55,1.22,1.93
19.69,-1.12,4.05,-343.4,-3.07,6.74,1.15,1.89
19.87,-0.54,-0.16,-338.14,-6.74,5.19,-0.24,2.0
19.89,-0.65,-2.94,-337.53,-8.87,2.24,-0.24,2.18
19.98,-0.99,-1.6,-331.81,-7.85,-0.88,0.81,2.37
20.06,-0.69,3.78,-337.0,-3.98,-8.13,1.49,2.54
20.17,-1.05,5.32,-345.82,0.91,-13.44,1.38,2.68
20.25,-0.76,0.17,-346.87,6.68,-9.17,-0.21,2.71
20.33,-0.73,-4.42,-359.67,9.85,-1.81,-0.3,2.62
20.44,-0.59,-4.54,-366.77,10.02,4.3,0.92,2.41
20.53,-0.56,2.29,-355.17,7.62,2.06,1.6,2.14
20.62,-1.35,5.51,-337.43,3.53,5.51,1.21,1.92
20.82,-1.17,0.13,-334.53,-0.68,12.62,-0.34,1.82
20.82,-0.83,-3.38,-343.46,-5.89,9.16,-0.27,1.92
20.89,-0.65,-1.61,-337.84,-9.58,0.74,1.28,2.13
20.99,-0.72,3.69,-338.54,-9.52,-10.67,2.13,2.31
21.09,-0.81,5.1,-344.84,-5.55,-12.3,1.48,2.46
21.17,-0.39,0.31,-347.86,-0.21,-7.14,0.35,2.65
21.25,-0.75,-3.62,-357.64,3.87,-6.0,0.86,2.72
21.36,-0.61,-2.94,-361.7,8.46,-3.34,1.33,2.68
21.45,-0.34,2.94,-360.93,10.58,-2.73,1.25,2.53
21.55,-0.93,4.7,-341.59,8.82,3.01,1.27,2.29
21.72,-0.7,-0.21,-328.51,4.84,10.31,0.72,2.04
21.73,-0.89,-2.83,-342.86,-1.75,7.12,0.78,1.91
21.81,-1.12,-1.46,-340.82,-6.33,5.01,1.0,1.95
21.93,-0.83,3.14,-332.63,-8.03,3.78,1.11,2.1
21.99,-1.41,4.84,-338.18,-8.33,0.81,1.33,2.28
22.1,-0.83,0.0,-351.08,-6.15,-4.27,0.46,2.45
22.18,-0.38,-4.24,-360.89,-2.95,-11.62,0.19,2.64
22.29,-1.07,-5.34,-357.37,3.05,-8.41,0.63,2.74
22.37,-0.35,-0.96,-360.21,9.81,-1.99,0.34,2.7
22.46,-0.36,4.89,-356.16,11.11,-0.09,1.03,2.54
22.65,-1.01,2.58,-333.15,9.03,3.12,1.36,2.35
22.65,-0.74,-2.28,-332.63,5.63,4.03,0.12,2.1
22.74,-1.16,-3.58,-343.43,0.36,8.2,0.17,1.96
22.83,-1.18,-0.92,-334.97,-4.71,8.84,1.17,1.98
22.92,-1.15,4.8,-333.93,-8.83,-3.32,2.04,2.16
23.01,-1.5,4.69,-339.5,-9.44,-6.1,1.51,2.37
23.11,-0.95,-1.51,-350.13,-6.67,-1.1,0.05,2.57
23.2,-0.95,-5.08,-359.57,-3.35,-2.72,0.56,2.75
23.29,-1.07,-1.91,-355.07,1.97,-7.33,1.38,2.84
23.37,-0.84,4.69,-353.27,6.65,-11.85,1.92,2.82
23.56,-0.9,4.75,-338.49,9.68,-5.88,1.49,2.69
23.58,-0.89,-0.26,-326.83,10.31,4.71,0.32,2.47
23.66,-1.25,-3.13,-333.92,6.34,9.89,0.84,2.23
23.74,-0.88,-1.51,-337.07,1.56,9.33,1.24,2.03
23.83,-0.8,3.42,-332.28,-3.71,1.58,1.59,1.98
23.93,-1.13,3.39,-329.7,-7.8,0.31,1.18,2.08
24.02,-0.42,-1.25,-349.59,-8.95,2.77,0.02,2.25
24.13,-1.12,-4.32,-368.16,-8.76,-0.78,0.88,2.46
24.2,-1.6,-2.94,-359.22,-4.65,-6.75,1.32,2.67
24.31,-0.88,3.62,-347.32,1.31,-14.42,1.11,2.8
24.5,-0.75,5.05,-339.31,6.48,-10.41,1.24,2.82
24.5,-0.46,-0.08,-334.31,9.63,-1.43,0.74,2.7
24.58,-0.87,-2.72,-332.2,8.64,-0.27,1.01,2.52
24.7,-1.11,-0.96,-329.59,6.96,3.35,1.28,2.29
24.75,-1.0,4.05,-341.9,3.86,8.33,1.25,2.08
24.85,-1.31,4.45,-343.17,-2.01,11.94,1.54,2.0
24.97,-0.64,-0.52,-338.72,-7.0,8.01,0.94,2.06
25.07,-0.76,-3.99,-358.58,-10.05,-1.65,0.55,2.22
25.13,-1.61,-4.53,-361.77,-8.76,-3.01,0.57,2.4
25.23,-1.11,0.6,-354.68,-4.38,-5.35,1.0,2.57
25.44,-0.78,5.62,-347.52,-0.59,-11.4,2.3,2.74
25.44,-0.63,1.98,-334.53,4.54,-9.92,1.48,2.79
25.49,-0.53,-2.68,-340.05,8.52,-8.16,0.01,2.72
25.6,-1.19,-3.0,-336.08,9.63,-2.27,0.54,2.55
25.67,-0.85,-0.99,-326.23,8.71,5.29,1.34,2.3
25.78,-0.85,3.77,-339.11,3.78,2.39,2.15,2.09
25.86,-1.54,4.45,-341.8,-1.38,5.35,1.54,1.98
25.97,-0.89,-0.56,-341.85,-4.58,9.42,-0.53,2.01
26.05,-1.09,-4.27,-360.57,-8.12,5.24,-0.37,2.17
26.15,-1.67,-3.41,-361.92,-9.42,-0.9,1.26,2.39
26.32,-0.86,2.8,-352.02,-6.94,-11.96,1.99,2.6
26.34,-0.39,5.79,-339.06,-1.53,-14.04,1.46,2.81
26.42,-0.43,0.94,-331.93,5.08,-7.17,-0.05,2.89
26.52,-1.0,-3.18,-340.8,8.67,-4.08,0.02,2.84
26.61,-1.36,-3.5,-334.11,9.67,-2.11,1.11,2.68
26.69,-0.78,0.8,-333.31,9.07,-2.42,1.37,2.47
26.8,-1.28,5.6,-340.05,5.7,3.75,1.4,2.22
26.88,-1.1,2.46,-339.28,1.44,14.73,0.61,2.1
26.99,-0.53,-2.79,-351.73,-4.26,11.65,0.34,2.09
27.06,-1.56,-4.84,-361.71,-8.64,4.52,0.66,2.23
27.25,-1.4,-2.25,-361.21,-8.19,0.74,0.21,2.42
27.28,-0.65,4.82,-353.4,-6.47,-6.36,1.02,2.57
27.34,-0.59,5.49,-334.11,-2.87,-7.87,2.15,2.76
27.44,-0.5,0.3,-331.9,2.81,-8.26,1.2,2.88
27.55,-1.16,-2.74,-343.17,7.29,-7.44,0.27,2.82
27.62,-1.36,-3.43,-333.32,10.62,3.01,0.55,2.66
27.7,-0.62,0.81,-332.43,10.24,5.02,1.28,2.43
27.81,-0.99,5.32,-341.86,6.38,3.77,1.49,2.2
27.91,-0.99,2.27,-340.95,2.66,11.86,0.15,2.01
28.01,-0.78,-2.16,-353.88,-2.97,12.18,0.04,1.99
28.19,-1.58,-3.9,-361.21,-7.96,6.73,0.88,2.11
28.2,-1.28,-2.14,-358.17,-8.28,1.4,0.24,2.3
28.27,-0.62,3.92,-356.89,-7.23,-5.7,0.89,2.53
28.35,-0.68,4.91,-338.72,-4.0,-7.12,2.11,2.73
28.46,-0.53,0.28,-329.96,1.57,-8.9,1.17,2.88
28.55,-0.78,-2.64,-341.53,6.23,-8.74,0.3,2.91
28.64,-1.13,-3.99,-334.68,10.37,1.67,0.46,2.8
28.73,-0.82,-0.28,-329.51,10.63,3.17,1.09,2.6
28.83,-1.14,5.38,-342.61,6.11,-1.35,2.44,2.35
28.93,-0.88,3.21,-343.79,2.39,6.73,1.66,2.16
29.11,-0.23,-1.65,-350.14,-1.86,12.23,-0.0,2.11
29.11,-1.48,-3.86,-363.17,-7.95,7.82,0.95,2.21
29.19,-1.78,-4.63,-360.55,-9.48,4.45,1.01,2.38
29.27,-0.77,-0.09,-359.77,-7.63,-2.51,0.74,2.52
29.38,-0.94,5.67,-353.11,-5.55,-10.68,2.38,2.71
29.45,-0.83,3.64,-331.94,0.03,-11.02,1.77,2.86
29.58,-0.46,-1.22,-333.95,5.9,-10.46,-0.1,2.91
29.64,-1.06,-3.15,-339.21,9.27,-5.78,0.12,2.85
29.74,-1.37,-0.12,-329.57,10.3,1.51,1.5,2.66
29.84,-0.99,4.27,-336.05,7.76,4.6,2.33,2.42
30.02,-0.7,1.11,-347.82,3.37,8.22,1.37,2.24
30.03,-0.68,-3.9,-357.14,-2.11,10.31,0.69,2.18
30.11,-0.76,-1.43,-360.88,-6.68,7.53,1.15,2.26
30.2,-0.94,4.08,-350.13,-8.35,2.74,0.95,2.46
30.28,-0.74,2.92,-333.62,-7.63,0.43,0.21,2.65
30.38,-0.7,-2.61,-328.95,-5.23,-3.52,0.1,2.82
30.5,-1.05,-2.17,-339.91,-1.77,-10.69,1.46,2.93
30.58,-1.0,2.98,-338.91,3.4,-12.3,2.6,2.98
30.65,-0.85,2.4,-337.76,7.96,-6.69,1.61,2.94
30.77,-0.73,-3.75,-359.48,9.42,1.4,0.57,2.76
30.95,-1.0,-2.41,-364.87,8.65,6.47,1.22,2.51
30.95,-0.97,4.05,-343.37,5.85,6.87,0.99,2.28
31.03,-0.71,1.92,-331.91,0.71,7.72,-0.09,2.17
31.13,-0.93,-2.34,-337.29,-4.69,7.59,0.07,2.21
31.22,-1.03,1.01,-337.99,-7.96,2.09,0.7,2.32
31.32,-0.94,4.43,-336.3,-8.55,-3.89,0.87,2.54
31.4,-0.54,0.11,-350.56,-6.02,-5.37,-0.12,2.75
31.49,-0.7,-5.39,-361.57,-1.68,-5.3,-0.51,2.94
31.57,-1.16,-1.75,-355.57,2.86,-6.08,1.24,3.03
31.67,-0.77,4.08,-347.18,7.3,-5.52,2.19,3.0
31.87,-0.66,1.02,-336.11,9.72,-1.86,1.21,2.88
31.87,-0.82,-2.73,-330.18,9.22,-0.06,0.48,2.69
31.94,-1.12,0.79,-336.52,6.66,1.59,1.03,2.47
32.04,-1.18,4.0,-340.69,2.05,6.68,1.08,2.3
32.13,-0.64,-0.12,-341.46,-3.36,7.64,0.01,2.23
32.24,-0.77,-3.27,-355.49,-7.48,4.53,-0.06,2.35
32.31,-1.06,1.4,-361.81,-8.74,3.25,0.87,2.53
32.42,-0.81,3.56,-340.36,-7.2,-0.91,1.07,2.73
32.51,-0.61,-1.98,-333.88,-3.62,-5.76,0.48,2.9
32.59,-0.83,-4.13,-341.31,1.5,-5.39,0.52,3.01
32.77,-0.93,1.89,-333.55,6.48,-6.2,1.45,3.0
32.78,-0.56,4.66,-337.71,9.27,-7.78,1.5,2.87
32.87,-0.63,-1.37,-355.91,9.44,-1.57,0.39,2.69
32.96,-0.85,-4.25,-363.71,7.46,7.33,0.43,2.51
33.06,-0.98,1.51,-352.28,3.23,7.47,1.31,2.3
33.15,-1.13,3.36,-339.58,-2.17,6.63,0.97,2.22
33.24,-0.88,-1.59,-340.55,-6.54,9.34,0.12,2.27
33.35,-1.09,-3.43,-337.14,-8.74,5.98,0.31,2.46
33.42,-1.17,1.0,-334.68,-8.1,-1.87,1.19,2.72
33.53,-0.57,4.03,-341.18,-4.58,-6.43,1.55,2.96
33.72,-0.51,-0.87,-350.28,0.22,-6.4,0.86,3.14
33.73,-0.85,-4.17,-357.43,4.77,-7.73,0.76,3.17
33.8,-0.59,1.25,-352.61,8.48,-9.66,1.64,3.01
33.88,-0.43,4.37,-338.85,10.36,-2.38,1.36,2.8
33.98,-0.94,0.02,-332.58,9.23,5.5,-0.0,2.6
34.06,-0.87,-3.06,-341.27,4.93,8.82,-0.22,2.41
34.17,-0.79,0.45,-344.54,-0.9,10.89,1.19,2.27
34.26,-1.24,3.93,-334.12,-6.31,7.22,2.17,2.26
34.34,-1.19,0.11,-340.68,-9.48,2.76,1.24,2.38
34.44,-1.22,-3.84,-358.24,-9.01,-2.71,0.25,2.56
34.65,-1.18,0.47,-353.69,-5.97,-10.39,0.93,2.8
34.65,-0.58,4.91,-333.85,-1.45,-13.21,1.21,2.98
34.73,-0.69,0.35,-328.52,3.61,-10.93,0.32,3.05
34.82,-1.07,-3.7,-335.6,7.83,-8.74,0.38,3.02
34.91,-1.05,0.76,-335.75,10.81,-1.63,1.14,2.85
35.0,-0.75,3.26,-343.69,10.67,8.23,0.78,2.69
35.09,-0.66,-2.23,-354.8,6.44,12.83,0.12,2.47
35.18,-0.86,-4.93,-355.18,0.88,16.25,0.44,2.32
35.27,-1.05,0.78,-352.5,-4.38,12.58,1.04,2.3
35.35,-1.13,4.19,-340.86,-8.4,4.96,1.43,2.35
35.54,-0.74,-0.31,-329.37,-9.6,0.78,1.08,2.49
35.55,-0.88,-2.53,-331.92,-7.86,-8.6,0.95,2.67
35.65,-1.17,2.52,-337.67,-3.45,-16.47,1.82,2.85
35.72,-0.75,4.47,-340.24,2.4,-14.09,1.49,2.99
35.82,-0.61,-1.25,-346.35,7.05,-9.58,-0.03,2.97
35.92,-0.67,-5.1,-360.74,10.03,-2.12,-0.13,2.83
36.0,-0.68,-0.2,-359.77,10.5,6.75,1.14,2.63
36.11,-0.87,4.35,-336.82,7.05,9.83,1.66,2.43
36.18,-0.97,-0.23,-330.57,1.75,11.01,0.98,2.27
36.31,-0.96,-3.15,-339.22,-3.7,11.33,0.77,2.23
36.51,-1.12,1.93,-335.86,-7.94,5.88,1.47,2.31
36.51,-1.09,4.09,-335.9,-9.23,-3.0,1.12,2.48
36.55,-0.68,-1.45,-353.47,-7.89,-7.02,-0.31,2.75
36.66,-0.96,-4.84,-363.81,-4.17,-6.47,-0.22,3.0
