Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
9.68,-0.1,0.16,0.09,-0.54,-9.76,0.91,0.0
9.75,0.07,0.11,0.02,-0.52,-9.81,0.86,0.01
9.97,0.01,0.02,-0.05,-0.52,-9.76,0.86,0.01
9.97,-0.09,0.1,-0.02,-0.56,-9.73,0.88,0.0
10.07,-0.11,0.1,0.07,-0.59,-9.76,0.87,0.0
10.12,-0.11,0.02,0.06,-0.6,-9.76,0.88,0.0
10.21,-0.04,0.03,0.05,-0.56,-9.71,0.9,0.0
10.3,-0.01,0.16,0.1,-0.48,-9.69,0.93,0.01
10.39,-0.14,0.17,0.01,-0.49,-9.74,1.01,0.01
10.49,-0.18,0.05,0.01,-0.55,-9.79,1.0,0.01
10.61,-0.08,0.06,0.0,-0.55,-9.81,0.94,0.01
10.68,-0.06,0.15,0.0,-0.57,-9.79,0.95,0.01
10.94,-0.01,0.17,0.12,-0.58,-9.75,0.93,0.0
10.94,0.1,0.08,0.09,-0.55,-9.77,0.92,0.01
10.96,0.01,0.07,0.04,-0.53,-9.78,0.95,0.01
11.04,-0.07,0.2,-0.04,-0.53,-9.77,0.91,0.01
11.14,0.0,0.16,-0.07,-0.53,-9.77,0.9,0.01
11.22,0.02,0.09,0.02,-0.53,-9.76,0.97,0.01
11.32,0.06,0.1,-0.06,-0.52,-9.79,0.98,0.01
11.41,-0.03,0.09,-0.13,-0.54,-9.81,0.92,0.01
11.5,-0.26,0.1,-0.03,-0.57,-9.75,0.82,0.01
11.6,-0.19,0.01,0.03,-0.58,-9.73,0.83,0.01
11.8,-0.05,-0.15,-0.07,-0.58,-9.76,0.9,0.01
11.8,-0.13,-0.09,-0.1,-0.57,-9.77,0.89,0.01
11.89,-0.09,0.08,0.02,-0.55,-9.79,0.89,0.01
11.97,0.06,0.04,0.01,-0.52,-9.77,0.93,0.01
12.07,0.06,0.01,-0.04,-0.52,-9.74,0.91,0.0
12.17,0.02,0.06,0.04,-0.55,-9.78,0.91,0.0
12.25,0.05,0.06,0.04,-0.57,-9.78,0.93,0.01
12.35,-0.07,0.06,0.02,-0.58,-9.75,0.91,0.01
12.43,-0.18,0.03,0.06,-0.58,-9.76,0.89,0.01
12.53,-0.15,0.03,0.07,-0.54,-9.76,0.89,0.01
12.73,-0.15,0.17,0.02,-0.53,-9.75,0.87,0.01
12.73,-0.18,0.18,-0.06,-0.56,-9.77,0.9,0.01
12.81,-0.16,-0.0,-0.04,-0.54,-9.75,0.95,0.01
12.9,0.0,0.03,0.04,-0.51,-9.72,0.91,0.01
12.99,0.12,0.13,-0.01,-0.56,-9.77,0.88,0.01
13.08,0.04,0.11,-0.07,-0.57,-9.82,0.92,0.01
13.16,-0.06,0.07,-0.06,-0.51,-9.75,0.9,0.01
13.25,-0.03,-0.03,0.03,-0.57,-9.69,0.89,0.01
13.35,0.01,0.01,0.09,-0.61,-9.76,0.93,0.01
13.47,-0.06,0.1,0.08,-0.56,-9.81,0.95,0.01
13.67,-0.09,0.04,0.03,-0.57,-9.77,0.97,0.01
13.67,-0.08,0.0,0.04,-0.61,-9.72,0.98,0.01
13.72,-0.01,0.04,0.07,-0.57,-9.74,0.94,0.01
13.82,0.05,0.04,-0.01,-0.53,-9.76,0.89,0.01
13.91,0.01,0.02,-0.08,-0.56,-9.75,0.9,0.01
14.0,-0.01,0.1,-0.04,-0.56,-9.76,0.91,0.01
14.08,-0.02,0.22,0.01,-0.56,-9.76,0.95,0.01
14.19,0.02,0.12,0.04,-0.57,-9.76,0.98,0.01
14.26,0.11,0.02,0.02,-0.55,-9.78,0.92,0.01
14.35,0.06,0.05,0.0,-0.57,-9.8,0.91,0.01
14.55,-0.12,-0.06,0.03,-0.6,-9.78,0.92,0.01
14.55,-0.19,0.02,-0.06,-0.55,-9.73,0.87,0.01
14.66,-0.17,0.15,-0.01,-0.49,-9.71,0.89,0.01
14.74,-0.13,0.07,0.17,-0.52,-9.74,0.93,0.01
14.82,-0.14,0.14,0.05,-0.54,-9.78,0.9,0.01
14.92,-0.06,0.06,-0.1,-0.52,-9.78,0.92,0.01
15.03,-0.02,-0.1,-0.06,-0.52,-9.77,0.93,0.01
15.11,-0.15,0.04,0.08,-0.52,-9.77,0.9,0.01
15.19,-0.09,0.19,0.13,-0.51,-9.76,0.9,0.01
15.3,-0.02,0.09,0.08,-0.54,-9.77,0.88,0.01
15.5,-0.04,-0.06,0.1,-0.55,-9.77,0.88,0.01
15.5,-0.02,-0.07,0.16,-0.52,-9.73,0.93,0.01
15.57,0.03,-0.04,0.14,-0.52,-9.71,0.93,0.02
15.65,0.09,-0.09,0.01,-0.56,-9.75,0.9,0.01
15.76,-0.05,-0.03,-0.08,-0.56,-9.79,0.91,0.01
15.84,-0.12,0.07,-0.1,-0.56,-9.78,0.89,0.01
15.93,0.02,0.02,0.02,-0.57,-9.78,0.84,0.01
16.02,0.5,-0.23,-0.9,-0.63,-10.82,0.73,-0.18
16.13,0.72,-0.16,-0.8,-0.66,-11.67,0.71,-0.58
16.21,-0.06,0.24,0.92,-0.65,-10.23,0.92,-0.62
16.42,-0.32,0.12,0.37,-0.67,-9.31,0.98,-0.61
16.42,0.04,-0.06,-0.22,-0.71,-9.81,0.89,-0.61
16.48,0.01,-0.0,0.19,-0.75,-9.81,0.91,-0.61
16.57,-0.09,-0.12,0.08,-0.76,-9.69,0.91,-0.61
16.67,-0.13,-0.12,0.09,-0.73,-9.74,0.89,-0.62
16.77,-0.11,0.11,0.04,-0.7,-9.71,0.94,-0.62
16.85,-0.04,0.14,-0.02,-0.68,-9.72,0.93,-0.62
16.95,0.02,0.04,-0.05,-0.72,-9.76,0.9,-0.62
17.05,-0.01,0.08,-0.05,-0.76,-9.76,0.95,-0.62
17.12,-0.1,0.02,0.02,-0.75,-9.73,0.9,-0.62
17.33,-0.05,-0.07,0.01,-0.75,-9.72,0.87,-0.63
17.33,0.05,0.03,-0.03,-0.76,-9.74,0.96,-0.62
17.4,0.08,0.1,-0.01,-0.71,-9.76,0.94,-0.63
17.5,0.07,0.06,0.03,-0.69,-9.75,0.87,-0.63
17.61,-0.02,0.05,0.18,-0.68,-9.73,0.87,-0.62
17.68,-0.06,0.06,0.18,-0.65,-9.71,0.9,-0.62
17.77,-0.04,0.04,0.07,-0.68,-9.73,0.88,-0.62
17.87,-0.12,0.02,0.08,-0.74,-9.76,0.91,-0.63
17.95,-0.12,-0.02,0.07,-0.73,-9.75,0.92,-0.63
18.06,-0.11,-0.03,0.05,-0.7,-9.75,0.89,-0.63
18.27,-0.15,0.05,0.07,-0.72,-9.74,0.9,-0.62
18.27,-0.11,0.14,0.1,-0.76,-9.72,0.91,-0.58
18.33,-0.68,1.73,-135.53,1.44,-8.66,1.42,0.21
18.41,-1.12,0.69,-357.98,6.07,-4.07,1.85,1.35
18.52,-0.65,-0.75,-390.98,8.85,-1.11,1.7,1.49
18.61,-0.45,2.73,-332.56,9.76,-1.51,1.07,1.43
18.7,-0.85,0.85,-326.95,8.0,1.99,0.29,1.33
18.79,-0.95,-2.53,-333.84,3.18,6.28,0.49,1.1
18.88,-0.8,1.07,-333.09,-1.12,9.19,0.66,1.0
18.98,-1.17,2.25,-332.4,-5.44,7.73,0.11,1.02
19.17,-1.11,-3.35,-355.01,-8.38,4.49,-0.26,1.22
19.18,-1.06,-2.88,-365.78,-7.64,1.8,0.11,1.57
19.25,-0.94,3.9,-347.13,-4.61,-5.15,0.79,1.82
19.35,-0.85,2.04,-334.2,-0.92,-9.1,1.23,1.97
19.43,-1.06,-2.6,-332.09,3.52,-7.85,1.24,2.06
19.55,-1.03,0.59,-327.29,8.03,-5.7,1.66,1.97
19.62,-0.85,3.94,-338.17,9.84,-4.88,1.47,1.91
19.71,-0.64,-1.02,-354.81,8.46,2.6,0.41,1.77
19.81,-0.98,-2.31,-357.86,4.43,9.18,0.97,1.42
19.89,-0.9,2.81,-344.52,-0.78,7.33,1.78,1.18
20.09,-1.07,0.81,-336.41,-5.99,6.9,1.49,1.01
20.09,-1.14,-2.46,-338.7,-9.05,0.98,0.69,1.0
20.19,-0.65,1.59,-325.81,-9.33,-8.18,1.17,1.11
20.26,-0.86,2.84,-336.36,-7.8,-11.78,1.64,1.29
20.36,-0.87,-3.65,-357.28,-2.25,-9.91,0.04,1.47
20.45,-1.2,-2.62,-355.41,4.08,-8.31,0.33,1.62
20.54,-1.24,3.37,-351.56,7.9,-9.13,1.17,1.62
20.64,-0.77,-0.53,-331.66,9.66,-4.73,0.46,1.55
20.73,-1.16,-1.34,-324.87,8.8,-0.5,0.92,1.47
20.82,-1.09,3.34,-337.43,6.92,4.12,0.8,1.34
21.02,-0.93,0.71,-341.72,2.41,9.19,-0.08,1.28
21.03,-0.75,-2.13,-355.28,-3.62,8.15,0.07,1.14
21.1,-0.61,0.85,-356.32,-7.14,8.32,0.62,1.15
21.18,-1.05,2.44,-339.07,-8.7,3.36,0.6,1.27
21.29,-0.94,-1.14,-326.55,-7.26,-4.99,0.13,1.48
21.37,-1.27,-0.2,-327.99,-2.97,-8.32,0.5,1.65
21.47,-1.13,4.12,-338.64,2.36,-9.82,0.92,1.8
21.56,-0.57,0.33,-345.0,6.6,-6.09,1.06,1.83
21.65,-0.63,-3.66,-357.94,9.35,1.3,0.8,1.73
21.75,-0.59,0.55,-365.46,10.4,5.06,0.83,1.54
21.95,-1.31,4.69,-350.76,7.63,7.24,1.45,1.36
21.95,-0.92,1.92,-335.58,3.66,14.08,0.58,1.16
22.01,0.07,-1.23,-341.99,-1.84,11.99,0.01,1.03
22.11,-0.86,-1.43,-347.58,-7.58,4.88,0.67,1.05
22.2,-1.38,-2.58,-331.28,-8.79,6.18,0.53,1.2
22.3,-0.79,-1.03,-326.34,-7.92,-2.81,0.86,1.46
22.39,-0.9,4.97,-338.47,-6.06,-18.16,2.22,1.67
22.48,-1.39,6.69,-337.77,-0.2,-14.54,2.11,1.81
22.57,-0.7,1.91,-331.96,7.04,-2.62,0.94,1.82
22.67,-0.02,-1.6,-348.1,10.08,-2.96,0.45,1.76
22.87,-0.91,-3.01,-369.67,9.61,0.04,0.53,1.57
22.88,-1.05,-4.44,-366.25,8.68,11.22,0.63,1.36
22.93,0.26,-2.83,-355.82,5.45,11.04,0.28,1.18
23.03,-0.3,1.77,-357.73,-1.24,7.46,0.88,1.0
23.12,-1.64,3.39,-355.44,-7.42,8.2,2.11,0.97
23.22,-0.74,0.4,-340.56,-9.15,4.59,1.06,1.09
23.3,-0.11,-1.24,-335.99,-8.68,-3.43,-0.06,1.24
23.39,-1.23,-1.67,-337.38,-7.36,-9.11,1.12,1.48
23.5,-1.48,-3.42,-330.56,-1.44,-9.33,1.15,1.7
23.59,-0.48,-0.52,-328.38,6.12,-8.9,0.08,1.76
23.8,-0.76,5.8,-332.19,8.98,-9.02,1.22,1.75
23.8,-1.69,5.88,-335.96,9.81,-2.34,2.06,1.64
23.86,-0.78,1.13,-340.19,10.5,8.89,0.43,1.73
23.98,0.25,-1.14,-350.42,5.94,9.96,-0.13,1.95
24.04,-0.65,-1.56,-360.14,-1.59,4.09,0.62,2.26
24.14,-1.18,-3.37,-356.52,-5.92,7.4,0.64,2.85
24.25,-0.53,-3.17,-355.53,-8.02,8.33,0.65,3.87
24.32,-1.0,2.14,-360.11,-9.04,-3.99,1.02,5.09
24.41,-1.53,7.56,-332.76,-6.87,-10.13,1.71,6.67
24.51,-0.75,8.98,-304.12,-1.57,-10.31,1.47,8.39
24.72,-0.28,5.24,-313.22,4.12,-13.96,-0.05,9.84
24.72,-0.68,-2.01,-322.94,7.46,-10.97,-0.27,11.14
24.79,-0.88,-7.3,-314.33,8.14,-3.84,0.45,12.37
24.89,-0.19,-10.04,-315.1,8.47,2.12,-0.01,13.67
24.95,0.06,-8.52,-345.23,6.28,6.7,0.32,15.13
25.06,-1.23,-1.09,-363.4,-0.26,5.71,2.22,16.74
25.15,-1.97,6.25,-345.16,-5.23,5.68,2.37,18.5
25.25,-1.11,10.44,-339.37,-7.51,3.73,1.21,20.35
25.33,-0.71,10.55,-363.71,-9.37,-4.73,0.94,22.01
25.43,-1.31,4.4,-370.35,-8.07,-6.02,0.79,23.55
25.64,-1.24,-6.43,-353.44,-3.56,-1.86,0.32,24.88
25.64,-0.41,-12.98,-347.86,2.52,-2.87,-0.27,25.75
25.71,0.0,-10.6,-355.51,7.36,-6.42,0.09,26.5
25.79,0.04,-7.74,-360.56,9.72,-2.89,0.52,27.14
25.9,0.05,-8.35,-357.34,10.95,8.35,-0.56,27.8
25.98,0.04,-8.71,-356.92,8.02,11.57,-0.44,28.61
26.08,0.16,-8.82,-357.03,2.45,11.12,0.02,29.36
26.16,-0.04,-8.29,-347.28,-2.17,13.67,-0.67,30.32
26.25,-0.22,-7.29,-338.73,-6.43,10.42,-0.62,31.2
26.35,-0.13,-7.42,-336.98,-8.16,6.06,-0.64,32.14
26.55,-0.21,-8.59,-337.98,-6.61,0.62,-0.74,33.28
26.55,-0.17,-10.57,-339.22,-3.18,-3.94,-0.57,34.48
26.63,-0.15,-10.04,-336.28,2.08,-2.8,-0.85,35.7
26.73,-0.23,-7.88,-332.99,6.94,-2.7,-0.61,36.8
26.82,-0.19,-7.77,-331.83,9.71,0.34,0.01,37.64
26.9,-0.45,-6.76,-328.23,10.88,8.62,-0.15,38.33
26.99,-1.08,-4.72,-329.11,8.37,12.51,0.01,38.87
27.09,-1.49,-3.46,-331.27,2.87,12.88,0.48,39.56
27.17,-1.11,-0.89,-312.31,-1.93,12.73,0.14,40.41
27.27,-0.25,1.8,-167.38,-5.49,8.96,0.37,40.32
27.47,0.07,1.94,19.48,-6.7,6.1,1.17,38.31
27.47,-0.03,0.62,21.72,-6.09,7.7,1.1,35.62
27.54,0.08,0.33,-20.02,-6.0,8.63,0.83,34.3
27.64,-0.72,1.04,-138.82,-6.51,7.45,1.08,36.21
27.74,-2.01,1.04,-358.74,-7.93,6.49,0.84,39.5
27.83,-2.06,2.48,-376.92,-9.93,-0.11,0.45,42.08
27.91,-1.59,6.32,-324.28,-9.56,-10.08,1.13,43.69
28.0,-1.16,8.55,-344.55,-4.68,-14.12,1.4,44.8
28.1,-1.08,9.82,-328.14,1.81,-14.49,1.39,45.67
28.21,-0.98,6.52,-229.0,6.08,-9.17,1.47,46.27
28.41,-0.66,3.03,-210.04,9.01,-3.0,0.92,46.44
28.41,-0.85,7.49,-350.47,11.04,-2.15,0.86,46.77
28.47,-0.59,7.72,-381.34,10.0,4.13,1.17,47.22
28.56,-0.39,4.85,-332.72,6.07,11.87,1.03,47.6
28.64,-0.67,4.73,-345.69,0.53,12.34,1.02,47.92
28.75,-0.49,0.42,-207.01,-4.77,10.19,0.97,48.11
28.84,-0.27,-3.76,11.44,-7.2,6.79,0.5,46.83
28.91,-0.02,-2.28,17.61,-7.05,6.35,0.48,45.12
29.02,0.42,-1.4,-18.95,-6.87,8.6,0.65,38.73
29.12,0.25,-1.71,-17.4,-6.64,7.6,0.61,34.73
29.33,-0.6,0.56,-183.47,-6.42,6.18,1.11,39.89
29.33,-1.32,0.92,-383.6,-8.01,6.33,1.64,45.64
29.38,-1.62,-1.69,-396.02,-9.51,2.04,1.52,48.98
29.49,-1.67,-2.08,-357.68,-7.75,-4.52,1.71,50.83
29.58,-1.52,-1.11,-372.93,-3.21,-7.8,1.79,51.71
29.66,-0.76,-3.6,-373.37,2.0,-8.92,1.24,52.38
29.77,-0.34,-5.9,-369.76,6.95,-6.7,0.77,52.87
29.84,-0.64,-5.83,-384.25,10.1,-1.14,0.45,53.18
29.95,-0.37,-6.3,-387.01,9.39,4.37,0.71,53.46
30.02,0.17,-6.28,-371.74,6.44,9.3,0.55,53.71
30.22,0.22,-6.53,-367.74,2.49,13.07,-0.43,53.88
30.22,0.01,-3.43,-216.76,-2.52,12.69,0.02,52.07
30.3,-0.26,3.37,20.77,-4.91,10.29,1.18,45.86
30.4,-0.27,4.37,38.31,-4.26,7.76,1.17,42.21
30.48,-0.12,1.63,-19.49,-3.78,7.38,0.93,37.05
30.59,-0.15,0.49,-7.57,-3.71,9.77,1.0,34.98
30.68,-0.3,-0.06,-47.37,-3.56,11.25,1.07,38.89
30.77,-0.58,1.37,-67.05,-4.15,9.9,1.22,44.8
30.85,-0.29,3.16,-4.18,-5.21,7.05,1.39,46.73
30.97,0.05,1.71,13.99,-5.05,7.41,1.25,44.33
31.18,-0.09,-0.79,55.88,-3.3,17.55,0.72,39.32
31.18,-0.52,0.87,-31.49,-3.09,20.8,0.79,38.22
31.23,-1.16,3.4,-195.91,-5.83,7.64,1.43,45.53
31.32,-0.5,0.94,-50.43,-7.56,4.34,1.34,47.32
31.42,0.24,-0.93,49.22,-7.25,8.79,0.92,45.87
31.52,-0.01,-0.67,-10.94,-6.99,7.92,0.75,43.82
31.59,-0.1,-2.16,-5.11,-7.06,7.63,0.65,39.34
31.69,-0.06,-2.62,-4.99,-7.26,7.9,0.67,38.65
31.79,0.05,-1.92,-29.3,-7.44,7.5,0.69,42.44
31.89,-0.5,0.7,-172.04,-8.19,5.11,1.26,48.73
32.09,-1.57,3.88,-355.85,-9.15,-0.94,1.99,52.95
32.09,-1.9,3.16,-369.31,-7.38,-6.39,1.81,55.33
32.16,-1.64,1.75,-344.74,-2.99,-9.12,1.6,56.4
32.24,-1.1,0.19,-361.18,1.9,-10.22,1.75,56.65
32.33,-0.43,-3.23,-193.12,6.11,-8.02,1.07,56.24
32.43,-0.07,-6.09,34.9,7.85,-4.73,0.04,52.88
32.51,-0.18,-3.85,33.95,7.96,-4.76,0.15,49.59
32.6,-0.11,1.29,-14.68,7.75,-6.52,0.86,45.92
32.7,0.47,2.73,3.73,7.04,-7.11,1.16,42.15
32.8,0.24,-1.06,-135.38,7.78,-6.5,0.87,45.8
32.99,-0.47,-6.81,-349.77,10.22,-1.15,0.19,53.39
33.0,-0.72,-6.03,-361.57,10.22,7.99,-0.29,56.37
33.07,-1.14,-1.64,-303.39,5.6,11.08,0.05,57.2
33.17,-1.41,2.36,-167.98,-0.97,5.29,0.86,57.05
33.25,-0.41,4.8,36.98,-4.12,3.57,1.08,53.25
33.35,0.26,3.36,30.76,-2.85,8.69,0.94,50.4
33.47,-0.11,0.87,-22.05,-2.31,9.41,0.97,51.29
33.54,0.36,-3.18,-4.88,-2.84,10.18,0.86,44.24
33.63,0.47,-3.38,-10.82,-1.65,12.59,0.72,39.51
33.72,4.79,-2.0,196.38,31.71,-8.61,1.25,39.01
33.92,13.19,-2.48,526.71,82.41,-27.02,2.16,20.58
33.92,10.74,-0.18,551.53,65.5,-4.31,1.8,3.8
33.99,0.93,0.47,270.84,9.88,3.98,0.6,1.09
34.1,-1.62,-0.34,-21.65,-5.66,-11.93,0.63,1.21
34.2,0.03,0.07,-45.05,1.52,-11.85,1.08,1.5
34.26,0.22,0.12,23.84,1.74,-8.49,0.99,1.45
34.36,0.13,-0.07,-0.61,0.19,-10.1,0.93,1.39
34.45,0.14,-0.06,-4.37,0.78,-10.1,0.91,1.34
34.53,-0.09,0.01,2.1,0.87,-9.64,0.91,1.29
34.63,-0.25,0.01,0.08,0.76,-9.74,0.96,1.25
34.83,-0.2,-0.08,-0.38,0.75,-9.78,0.95,1.22
34.83,-0.08,-0.07,0.22,0.75,-9.74,0.89,1.19
34.92,-0.02,0.03,0.04,0.78,-9.72,0.93,1.16
35.0,-0.01,0.0,0.02,0.8,-9.72,0.97,1.14
35.11,-0.02,-0.04,0.15,0.81,-9.7,0.93,1.12
35.19,0.05,-0.04,0.05,0.8,-9.7,0.91,1.1
35.28,-0.01,-0.01,-0.01,0.82,-9.73,0.93,1.08
35.37,-0.09,0.04,0.06,0.86,-9.73,0.9,1.06
35.46,0.08,0.02,0.07,0.82,-9.76,0.91,1.05
35.55,0.08,0.01,-0.01,0.77,-9.78,0.9,1.03
35.74,-0.06,0.01,-0.02,0.78,-9.76,0.89,1.02
35.74,-0.09,-0.08,0.1,0.81,-9.73,0.94,1.0
35.84,-0.08,-0.03,0.1,0.83,-9.72,0.95,0.99
35.92,-0.02,0.17,-0.01,0.81,-9.71,0.92,0.98
36.03,-0.01,0.22,-0.08,0.77,-9.74,0.93,0.96
36.1,-0.03,0.17,-0.04,0.8,-9.77,0.93,0.96
36.21,-0.06,0.06,0.08,0.81,-9.78,0.93,0.95
36.3,-0.09,0.01,0.1,0.77,-9.74,0.92,0.93
36.39,-0.01,0.04,0.03,0.76,-9.72,0.89,0.92
36.47,0.02,-0.02,0.03,0.79,-9.75,0.91,0.91
36.67,-0.04,0.01,0.02,0.83,-9.76,0.95,0.9
36.67,-0.14,0.09,-0.04,0.84,-9.73,0.91,0.9
36.75,-0.12,0.09,0.04,0.81,-9.72,0.9,0.89
36.85,-0.02,0.06,0.01,0.87,-9.69,0.9,0.88
36.95,-0.12,0.06,-0.21,0.88,-9.65,0.9,0.87
37.04,-0.14,0.17,-0.21,0.74,-9.73,0.92,0.86
37.13,-0.02,0.13,0.04,0.74,-9.77,0.91,0.85
37.21,-0.03,-0.0,0.08,0.81,-9.75,0.89,0.85
37.31,-0.06,-0.08,-0.01,0.8,-9.75,0.88,0.84
37.4,1.54,3.22,-87.83,0.26,-9.82,0.45,0.93
37.6,2.6,5.99,-270.09,2.17,-11.93,-0.05,1.77
37.61,0.29,-0.09,-349.69,7.08,-13.15,0.28,2.61
37.67,-1.19,-7.75,-320.23,10.06,-4.63,0.36,2.87
37.78,-0.39,-6.07,-318.49,9.76,3.97,0.13,3.11
37.85,-0.85,4.26,-339.22,5.93,6.51,0.99,3.43
37.95,-1.58,9.37,-343.97,0.85,11.14,1.37,3.84
38.04,-0.72,0.43,-354.99,-4.44,11.7,0.56,4.46
38.16,-0.46,-10.23,-378.75,-9.1,10.42,0.22,5.39
38.24,-0.73,-8.42,-386.52,-9.39,5.02,0.78,6.48
38.32,-0.98,3.68,-356.13,-6.35,-6.62,1.62,7.65
38.53,-0.72,10.72,-304.89,-1.3,-10.63,1.46,8.64
38.53,-0.22,4.25,-307.45,3.33,-10.61,0.61,9.51
38.6,-0.56,-7.13,-332.75,6.85,-9.05,0.12,10.13
38.69,-0.56,-8.47,-335.62,10.11,-4.58,0.36,10.67
38.78,-0.99,1.77,-349.44,9.91,1.4,1.56,11.24
38.87,-1.33,8.51,-356.6,7.29,10.23,1.89,11.95
38.98,-1.01,6.23,-355.56,1.95,11.95,0.86,12.82
39.06,-1.0,-2.98,-357.25,-5.39,9.51,0.36,13.8
39.16,-0.48,-10.12,-372.73,-8.34,9.97,0.24,14.88
39.25,-0.98,-4.65,-381.04,-8.36,4.64,0.9,16.24
39.46,-1.82,4.38,-338.67,-7.36,-2.76,2.07,17.82
39.46,0.34,-7.84,23.5,-4.14,-4.41,0.58,18.41
39.51,3.19,-21.81,535.33,0.46,-3.48,-0.45,13.27
39.62,3.81,-6.4,578.88,14.0,-4.93,1.36,5.66
39.72,2.17,2.82,252.11,14.47,1.2,1.2,1.3
39.79,0.02,-1.47,-29.75,-8.37,10.12,0.27,0.27
39.9,-0.24,0.12,-42.88,-13.99,4.21,0.79,-0.1
39.99,0.11,0.57,24.32,-7.5,0.19,0.88,-0.2
40.07,-0.1,-0.06,-1.61,-9.2,3.21,0.73,-0.21
40.17,-0.11,0.11,-4.1,-9.85,2.8,0.8,-0.21
40.37,0.0,0.1,2.31,-9.29,2.37,0.83,-0.22
40.37,-0.07,-0.06,0.06,-9.44,2.64,0.79,-0.22
40.44,-0.15,0.02,-0.29,-9.46,2.65,0.77,-0.23
40.55,0.0,0.05,0.26,-9.39,2.57,0.82,-0.23
40.62,0.06,0.01,-0.02,-9.45,2.57,0.84,-0.24
40.72,-0.01,-0.02,-0.09,-9.5,2.58,0.77,-0.25
40.8,-0.08,-0.09,0.04,-9.49,2.57,0.75,-0.25
40.9,-0.05,-0.16,0.06,-9.47,2.59,0.81,-0.25
41.0,-0.04,-0.06,0.03,-9.47,2.59,0.82,-0.25
41.1,-0.12,0.03,0.08,-9.48,2.57,0.8,-0.26
41.3,-0.12,-0.02,0.16,-9.45,2.55,0.79,-0.26
