Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
12.94,-1.78,4.47,-347.17,2.64,12.23,1.72,0.9
13.02,-1.91,3.08,-339.69,-3.52,6.04,1.99,0.76
13.14,-2.72,2.26,-337.42,-7.68,1.94,1.6,0.75
13.35,-2.52,2.24,-336.11,-9.51,-4.72,0.96,0.82
13.35,-1.54,1.5,-345.96,-9.66,-13.12,1.42,1.0
13.39,-1.02,0.02,-363.51,-5.4,-11.52,1.13,1.2
13.49,-1.27,-1.77,-369.17,1.81,-5.34,0.06,1.3
13.59,-1.34,-2.86,-361.74,6.39,-7.43,0.42,1.33
13.68,-1.1,-2.38,-355.25,9.61,-4.55,0.86,1.24
13.77,-1.51,-3.87,-344.94,12.1,7.08,0.29,1.12
13.86,-1.46,-6.23,-336.04,9.69,11.38,0.29,0.95
13.95,-0.64,-5.79,-329.11,4.39,13.55,0.46,0.79
14.06,0.09,-4.89,-318.32,-0.18,15.24,-0.03,0.66
14.26,0.79,-4.34,-318.18,-5.03,10.87,0.12,0.66
14.26,-0.02,-2.7,-326.01,-9.18,5.13,0.79,0.72
14.31,-1.62,-1.01,-335.82,-9.69,1.9,0.66,0.9
14.42,-1.72,-0.3,-350.32,-7.65,-5.28,0.65,1.13
14.51,-1.23,0.52,-360.43,-4.33,-14.76,1.16,1.32
14.6,-0.72,0.96,-359.56,1.81,-14.38,0.74,1.39
14.69,-0.5,-0.15,-357.86,7.9,-9.01,-0.25,1.31
14.77,-0.56,-0.0,-350.66,9.69,-6.44,-0.28,1.15
14.88,-0.32,2.02,-331.06,9.48,-0.73,0.26,0.99
14.95,-0.5,3.23,-316.96,7.76,6.83,0.47,0.8
15.16,-1.06,4.12,-312.71,2.36,7.02,0.59,0.65
15.16,-1.67,3.78,-317.3,-3.45,6.49,0.92,0.6
15.23,-2.07,2.35,-329.48,-7.02,8.73,1.06,0.61
15.33,-1.68,2.48,-338.32,-9.36,2.34,1.31,0.74
15.42,-1.12,3.03,-336.58,-9.19,-6.38,1.85,0.98
15.51,-1.09,3.33,-329.49,-5.67,-10.22,2.08,1.29
15.63,-1.26,3.73,-334.65,-0.57,-12.48,2.2,1.47
15.7,-1.48,3.12,-342.74,5.94,-6.46,1.61,1.5
15.8,-0.98,1.05,-344.74,10.99,-0.84,0.08,1.44
15.9,-0.44,-2.68,-344.26,10.91,1.09,-0.11,1.27
16.11,-1.04,-3.53,-339.56,7.72,5.13,1.28,1.09
16.11,-1.5,1.83,-328.74,3.85,6.18,2.02,0.92
16.15,-1.61,4.63,-311.35,-0.62,7.68,1.55,0.77
16.24,-0.74,1.03,-308.47,-4.99,8.56,0.63,0.73
16.34,0.36,-2.81,-324.47,-7.78,8.84,0.14,0.76
16.44,-0.58,-1.31,-338.59,-9.1,2.15,0.75,0.92
16.52,-1.37,2.41,-332.51,-7.87,-9.96,1.1,1.19
16.62,-0.63,2.16,-330.97,-3.41,-12.9,0.24,1.35
16.71,-1.05,-1.48,-346.4,1.93,-8.01,0.17,1.45
16.8,-0.78,-1.85,-348.79,6.45,-4.92,1.37,1.41
17.01,0.81,4.34,-344.55,8.76,-5.71,2.47,1.28
17.01,0.19,4.59,-340.5,9.54,-0.39,1.47,1.13
17.08,-0.97,-1.95,-333.22,7.67,5.74,-0.04,0.98
17.17,-0.86,-4.49,-322.37,3.08,9.0,0.16,0.8
17.28,-0.96,-2.63,-316.95,-1.32,11.13,0.32,0.72
17.37,-2.04,1.52,-320.47,-5.72,8.23,0.71,0.72
17.44,-1.53,3.21,-326.96,-9.19,2.55,1.09,0.86
17.55,-0.58,0.51,-340.84,-10.2,-5.33,1.0,1.12
17.63,-1.69,-3.36,-346.57,-6.78,-7.05,0.66,1.31
17.75,-1.46,-1.85,-343.83,-0.92,-5.49,0.82,1.48
17.96,-0.49,3.25,-337.1,3.93,-6.91,1.74,1.59
17.97,-0.49,2.06,-332.33,7.67,-6.36,1.22,1.56
18.01,-0.85,-2.67,-335.64,8.84,-3.0,0.66,1.47
18.1,-1.61,-2.47,-333.46,8.59,2.41,1.07,1.36
18.19,-1.39,2.9,-326.35,6.89,6.58,1.13,1.21
18.28,-0.77,4.88,-314.16,2.43,8.79,0.88,1.1
18.37,-0.0,0.28,-308.81,-3.05,8.46,0.48,0.99
18.47,0.63,-3.31,-320.29,-7.13,6.18,0.36,0.94
18.57,-0.57,-0.64,-342.85,-9.14,-1.11,0.78,0.99
18.64,-1.41,2.56,-342.75,-8.31,-6.27,1.19,1.15
18.86,-0.64,1.64,-326.29,-3.92,-5.36,0.62,1.35
18.86,-0.94,-0.81,-335.18,0.24,-7.75,0.37,1.47
18.91,-1.36,-2.07,-346.72,4.1,-10.1,1.08,1.49
19.02,0.25,2.18,-344.65,8.09,-11.56,1.62,1.37
19.11,0.48,5.75,-328.66,10.08,-5.32,1.56,1.25
19.19,-1.18,2.24,-319.68,9.31,6.47,0.88,1.18
19.28,-1.15,-2.67,-325.23,4.71,10.88,0.53,0.95
19.39,-1.06,-3.91,-322.42,-0.66,9.74,0.75,0.82
19.48,-2.3,0.61,-321.98,-4.52,6.82,1.04,0.79
19.58,-1.5,3.2,-325.62,-7.21,5.21,0.63,0.88
19.8,-0.21,0.09,-333.67,-8.96,1.43,0.36,1.04
19.8,-1.18,-2.71,-339.58,-8.14,-1.91,0.81,1.24
19.84,-1.34,-1.42,-342.35,-3.65,-6.89,0.95,1.44
19.94,-0.89,3.9,-341.99,2.2,-12.07,1.19,1.52
20.02,-1.14,4.52,-332.04,8.29,-5.98,0.88,1.51
20.13,-1.3,-1.26,-337.93,10.65,-0.66,0.43,1.44
20.21,-1.44,-6.38,-341.69,9.14,3.72,0.75,1.25
20.31,-1.16,-4.29,-324.46,7.14,7.65,0.93,1.07
20.39,-1.35,3.21,-310.94,3.58,6.88,1.11,0.9
20.49,-1.64,4.99,-312.25,-0.95,9.06,0.9,0.79
20.7,-1.68,0.64,-327.76,-5.9,7.85,0.69,0.78
20.71,-1.31,-3.11,-336.78,-9.85,3.77,1.03,0.89
20.77,-0.44,-2.03,-337.99,-9.48,-2.13,0.79,1.08
20.86,-0.99,2.13,-344.1,-5.66,-7.18,0.8,1.36
20.96,-1.35,2.56,-343.29,-0.36,-5.12,1.08,1.53
21.05,-0.91,-0.75,-344.5,4.17,-5.55,0.71,1.58
21.14,-1.26,-3.14,-350.85,7.4,-7.75,0.76,1.54
21.25,-0.84,0.67,-347.77,9.83,-6.21,1.32,1.44
21.31,-0.32,5.43,-333.66,9.59,0.44,1.24,1.28
21.41,-1.17,1.75,-323.17,6.5,9.25,0.52,1.1
21.61,-0.78,-4.08,-327.61,1.18,13.04,0.37,0.94
21.62,-0.86,-2.83,-335.36,-4.27,10.21,0.89,0.82
21.69,-2.97,2.86,-335.85,-8.54,2.84,1.91,0.87
21.77,-1.83,3.56,-331.91,-9.83,-2.34,1.56,1.04
21.87,-0.12,-0.19,-340.47,-7.58,-3.37,0.2,1.23
21.95,-1.36,-2.85,-348.76,-3.48,-2.14,0.31,1.44
22.06,-1.39,-0.26,-345.38,1.43,-6.4,1.33,1.52
22.16,-0.87,4.11,-344.68,5.58,-9.94,2.31,1.5
22.24,-0.89,1.44,-344.56,9.06,-4.6,1.41,1.42
22.34,-0.64,-3.61,-343.51,10.45,2.71,-0.02,1.27
22.57,-0.77,-4.33,-340.23,8.9,11.88,0.04,1.09
22.57,-1.12,0.46,-333.68,4.22,13.72,1.0,0.95
22.61,-1.3,4.16,-325.28,-1.86,9.8,1.91,0.84
22.71,-1.15,1.93,-327.26,-6.16,6.49,1.03,0.8
22.79,-1.15,-1.46,-341.79,-8.63,4.19,0.04,0.96
22.88,-0.81,-2.99,-349.75,-8.04,5.32,0.08,1.18
22.96,-0.64,0.52,-345.65,-5.5,-3.1,0.86,1.44
23.07,-0.95,4.17,-335.01,-1.84,-11.81,2.19,1.66
23.15,-0.73,1.34,-337.41,3.62,-9.95,1.53,1.72
23.26,-1.67,-3.68,-346.93,8.39,-5.13,0.06,1.66
23.46,-2.09,-3.64,-344.77,11.34,2.7,0.02,1.54
23.46,-1.01,2.75,-343.21,10.05,7.2,1.08,1.36
23.52,-0.83,5.23,-330.64,5.29,7.92,1.58,1.15
23.61,-0.64,1.13,-315.66,0.4,7.6,0.58,1.02
23.71,0.69,-2.98,-327.88,-3.84,9.22,0.12,0.89
23.79,0.86,-1.96,-348.99,-6.45,9.75,0.13,0.89
23.89,-1.74,2.73,-347.53,-8.54,1.74,0.75,1.05
23.99,-1.58,2.45,-330.88,-8.59,-8.0,1.25,1.28
24.08,-0.03,-0.89,-337.06,-4.75,-13.57,0.35,1.5
24.18,-1.53,-2.86,-345.89,1.32,-10.29,0.14,1.6
24.4,-0.8,-0.34,-334.79,6.59,-5.75,1.34,1.62
24.4,0.55,5.86,-332.01,8.69,-5.23,2.72,1.54
24.44,-0.69,4.32,-336.88,9.61,0.56,1.66,1.41
24.54,-1.18,-2.45,-335.27,7.93,5.43,-0.17,1.2
24.63,-0.7,-5.53,-326.55,3.49,10.59,0.04,1.02
24.73,-1.35,-3.36,-329.16,-1.34,13.28,0.73,0.9
24.81,-2.97,2.04,-335.28,-6.67,6.88,1.51,0.87
24.91,-1.72,3.13,-328.86,-9.34,1.08,1.19,0.99
25.01,-0.32,0.34,-336.4,-9.08,-6.93,0.31,1.19
25.1,-1.79,-2.69,-344.94,-6.47,-8.77,0.47,1.42
25.29,-1.58,-3.08,-342.46,-1.41,-6.97,1.0,1.56
25.29,-0.84,2.73,-338.67,2.89,-14.5,2.03,1.61
25.37,-1.6,5.3,-328.75,7.59,-11.95,1.56,1.63
25.48,-1.79,-0.2,-336.9,10.89,-2.13,-0.22,1.52
25.55,-1.05,-4.33,-345.31,9.57,5.21,-0.12,1.31
25.65,-1.1,-1.34,-332.74,5.9,11.14,1.31,1.11
25.74,-2.32,3.91,-327.05,0.54,9.87,2.31,1.01
25.82,-2.68,3.43,-329.5,-4.53,7.87,1.54,0.9
25.92,-1.85,-0.51,-334.18,-8.32,3.19,0.57,0.92
26.01,-0.77,-2.61,-338.8,-9.4,-0.86,0.63,1.07
26.21,-0.61,-0.14,-344.51,-7.34,-2.46,1.03,1.35
26.21,-1.23,4.04,-342.23,-4.06,-7.1,2.0,1.65
26.28,-1.11,2.65,-335.22,0.76,-10.47,1.52,1.79
26.39,-1.26,-2.35,-344.02,4.91,-11.83,0.45,1.8
26.47,-1.74,-5.15,-347.02,8.92,-4.61,0.39,1.75
26.57,-1.32,-0.48,-337.35,11.01,4.23,0.97,1.63
26.66,-1.06,6.04,-325.83,7.91,7.62,2.02,1.41
26.75,-1.13,4.11,-321.89,3.44,10.27,1.52,1.21
26.85,-0.01,-1.25,-327.61,-1.7,9.09,0.61,1.08
26.93,0.71,-2.64,-332.67,-6.23,7.45,0.54,1.06
27.13,-1.17,1.0,-343.33,-8.56,5.08,0.8,1.15
27.13,-1.77,2.86,-341.75,-8.82,1.27,1.42,1.25
27.21,-0.3,1.01,-335.53,-6.52,-5.8,1.09,1.47
27.3,-1.0,-1.45,-345.11,-1.89,-9.57,0.31,1.61
27.4,-1.55,-2.47,-349.36,4.91,-3.8,0.15,1.69
27.49,0.54,3.13,-345.26,9.06,-3.52,1.09,1.68
27.57,0.62,5.92,-332.76,9.96,-4.22,1.48,1.62
27.67,-1.48,0.53,-326.28,9.77,0.9,0.18,1.44
27.78,-1.15,-4.01,-334.09,6.5,8.73,-0.19,1.25
27.85,-0.34,-4.48,-332.63,2.04,16.53,0.06,1.17
28.06,-1.98,-0.14,-330.51,-3.15,12.32,0.62,1.07
28.06,-2.79,3.06,-331.49,-8.41,4.68,1.78,1.13
28.16,-0.53,1.72,-332.8,-9.92,1.01,1.23,1.29
28.23,-0.04,-1.0,-338.05,-8.13,-3.06,0.12,1.53
28.31,-1.49,-3.79,-340.55,-3.92,-2.29,0.18,1.71
28.42,-1.03,-0.25,-344.2,1.11,-6.12,1.1,1.81
28.5,-0.59,4.97,-336.58,5.39,-10.67,2.23,1.87
28.59,-0.67,2.2,-328.98,8.92,-5.85,1.54,1.86
28.69,-0.69,-3.31,-336.28,10.11,1.27,0.2,1.77
28.78,-1.08,-5.25,-336.18,9.15,10.55,-0.08,1.52
28.98,-1.33,-0.77,-332.83,4.86,13.58,0.72,1.34
28.98,-1.79,4.31,-326.43,-1.2,11.43,1.8,1.17
29.06,-2.32,3.21,-326.21,-5.58,9.15,1.24,1.15
29.15,-1.97,-0.16,-337.06,-9.2,2.98,0.77,1.22
29.25,-0.57,-2.67,-336.91,-9.46,-1.11,0.76,1.35
29.33,-0.46,-0.63,-340.48,-6.06,-3.93,0.86,1.54
29.43,-1.52,2.85,-344.25,-1.74,-6.37,1.71,1.69
29.52,-1.12,1.02,-338.65,3.14,-8.58,1.09,1.76
29.6,-0.77,-1.88,-341.59,6.33,-12.43,0.23,1.75
29.71,-1.7,-3.71,-344.0,9.35,-3.63,0.53,1.68
29.91,-2.05,-1.45,-341.39,10.44,7.33,1.32,1.57
29.92,-1.74,4.29,-335.02,5.94,6.83,2.47,1.38
29.97,-1.25,4.15,-323.79,1.06,7.55,1.65,1.23
30.07,-0.78,0.0,-322.16,-3.06,8.54,-0.05,1.15
30.16,-0.31,-2.39,-326.3,-7.28,9.19,0.13,1.2
30.26,-0.42,-1.07,-331.43,-9.52,1.89,1.02,1.33
30.33,-1.86,2.96,-334.81,-8.29,-7.87,1.41,1.56
30.44,-1.5,3.29,-332.7,-3.33,-5.0,0.78,1.78
30.52,-0.27,-0.07,-340.08,0.74,-6.73,0.33,1.94
30.62,-1.71,-3.54,-345.96,4.67,-9.23,0.58,2.02
30.83,-2.43,-3.83,-346.1,10.18,-3.25,0.45,2.17
30.83,-0.71,0.9,-336.37,11.27,2.04,1.23,3.02
30.89,-0.11,2.33,-225.61,8.61,6.38,1.86,4.66
30.98,-0.35,-0.36,-46.48,7.21,6.45,0.94,5.74
31.08,-0.21,-0.45,15.72,7.42,6.13,0.63,6.01
31.16,-0.37,-0.04,-59.51,6.53,7.76,0.93,6.86
31.25,-0.37,-0.6,-86.92,4.76,8.83,0.8,7.27
31.36,-0.16,-0.35,-9.98,4.64,9.91,0.77,6.27
31.45,-0.02,0.02,17.94,4.92,8.94,0.83,6.16
31.54,-0.03,-0.05,-3.44,4.68,8.4,0.84,5.48
31.74,-0.25,0.02,-1.38,4.66,8.97,0.83,4.47
31.74,-0.31,0.13,0.75,4.84,8.82,0.79,4.37
31.81,-0.2,0.04,-1.11,4.87,8.72,0.78,4.66
31.92,-0.04,-0.13,-0.86,4.78,8.81,0.8,5.05
32.0,-0.06,0.01,0.37,4.76,8.73,0.83,5.45
32.1,-0.12,0.21,1.2,4.78,8.67,0.87,5.25
32.19,0.03,0.1,-0.82,4.88,8.75,0.87,5.01
32.27,-0.02,-0.15,0.13,4.89,8.7,0.81,5.73
32.37,-0.05,-0.28,2.73,4.66,8.8,0.84,5.9
32.46,-0.07,-0.03,-0.05,4.55,8.98,0.86,5.88
32.67,-0.16,0.08,-0.25,4.7,8.76,0.82,5.58
32.67,-0.07,-0.14,0.64,4.77,8.71,0.85,4.63
32.74,-0.03,-0.09,-1.43,4.81,8.95,0.82,4.14
32.82,-0.08,0.11,-0.42,4.89,8.84,0.81,4.35
32.92,-0.16,0.06,1.27,4.89,8.59,0.88,4.69
33.03,-0.1,-0.17,0.51,4.85,8.62,0.83,5.08
33.1,-0.09,-0.21,-0.12,4.77,8.78,0.8,5.03
33.2,-0.2,0.05,-0.45,4.74,8.83,0.86,4.88
33.29,-0.15,0.2,-0.61,4.79,8.71,0.85,5.41
33.38,-0.09,0.03,-0.11,4.64,8.63,0.84,5.82
33.58,-0.01,0.03,0.16,4.53,8.85,0.89,5.81
33.58,0.02,0.27,0.24,4.69,8.95,0.93,5.64
33.66,-0.09,0.17,0.66,4.8,8.74,0.85,4.64
33.73,-0.08,-0.07,1.06,4.74,8.67,0.76,3.93
33.83,-0.0,0.11,0.15,4.81,8.71,0.81,4.05
33.92,0.04,0.35,-0.62,4.95,8.7,0.88,4.35
34.02,0.04,0.26,0.09,4.91,8.75,0.83,4.78
34.11,-0.07,0.08,-0.1,4.75,8.9,0.84,4.95
34.23,-0.06,0.14,-0.36,4.69,8.93,0.9,4.67
34.29,0.1,0.12,0.83,4.67,8.78,0.87,4.95
34.5,0.07,-0.15,0.25,4.73,8.77,0.86,5.69
34.5,-0.06,-0.1,-1.25,4.78,8.91,0.83,5.64
34.57,-0.03,0.05,0.62,4.74,8.73,0.77,5.65
34.66,0.01,-0.15,2.35,4.84,8.46,0.81,4.87
34.76,-0.02,-0.19,0.52,4.85,8.71,0.84,4.01
34.87,-0.07,0.03,-0.57,4.8,8.92,0.85,3.99
34.95,-0.05,0.08,0.89,4.82,8.67,0.92,4.28
35.02,-0.08,-0.11,1.19,4.79,8.58,0.9,4.58
35.12,-0.13,-0.17,0.24,4.69,8.79,0.84,4.81
35.21,-0.13,0.07,-0.97,4.64,9.01,0.87,4.58
35.41,-0.15,0.17,-1.85,4.7,9.04,0.88,4.68
35.41,-0.15,0.01,-0.98,4.86,8.76,0.84,5.48
35.49,-0.17,-0.08,-0.18,4.93,8.66,0.85,5.56
35.59,-0.17,0.14,-0.44,4.87,8.76,0.89,5.65
35.68,-0.1,0.27,-1.24,4.78,8.84,0.89,5.04
35.77,-0.05,0.01,-0.96,4.7,8.94,0.82,4.01
35.88,-0.07,-0.07,-0.39,4.66,8.85,0.84,3.86
35.95,-0.14,0.19,0.62,4.56,8.71,0.88,4.17
36.07,-0.09,0.27,1.11,4.68,8.74,0.87,4.39
36.14,-0.01,0.03,-0.6,4.86,8.88,0.87,4.68
36.35,0.02,-0.01,-0.37,4.72,8.89,0.88,4.54
36.35,-0.02,0.19,0.46,4.61,8.74,0.91,4.49
36.42,-0.08,0.07,1.22,4.68,8.63,0.88,5.18
36.51,-0.02,-0.22,2.56,4.67,8.69,0.85,5.55
36.61,-0.07,-0.16,0.59,4.66,8.85,0.81,5.56
