Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
18.72,-0.73,2.06,-342.88,4.9,12.77,0.52,2.18
18.79,-1.14,2.23,-340.09,-0.07,16.88,-0.84,2.06
18.96,-0.04,0.45,-344.71,-5.67,12.74,-0.77,2.1
18.97,0.26,0.03,-355.49,-8.83,8.46,-0.14,2.26
19.08,-0.01,1.85,-348.87,-8.54,1.68,-0.02,2.53
19.16,0.46,0.68,-331.83,-6.82,-13.44,1.39,2.79
19.25,0.59,-1.71,-337.01,-2.99,-20.11,2.41,3.01
19.35,0.02,-0.65,-348.79,3.2,-14.17,2.11,3.12
19.43,-0.3,1.73,-349.45,8.0,-10.88,2.73,3.11
19.54,-0.12,1.42,-344.24,10.08,-5.43,2.22,2.93
19.63,0.17,-1.82,-350.97,10.01,10.38,-0.16,2.57
19.72,0.76,-0.47,-363.43,6.85,22.62,-0.94,2.22
19.9,0.64,1.71,-354.86,0.62,15.66,0.26,2.04
19.9,-0.13,-0.75,-334.43,-5.18,6.98,0.26,2.04
20.0,-0.02,-0.71,-330.27,-8.17,7.04,-0.48,2.2
20.07,-0.02,0.49,-341.46,-9.94,-5.36,1.49,2.46
20.18,-0.07,1.13,-342.82,-8.54,-18.56,3.2,2.77
20.26,0.53,1.51,-339.99,-3.21,-16.42,1.95,3.0
20.36,0.39,-1.1,-352.06,2.19,-13.23,1.46,3.12
20.45,-0.31,-0.97,-356.18,7.22,-7.73,1.64,3.07
20.54,-0.33,1.16,-346.6,11.07,2.65,0.25,2.94
20.63,-0.43,1.53,-332.29,10.67,9.31,-0.76,2.73
20.83,-0.43,0.17,-324.95,6.25,7.92,0.33,2.41
20.84,-0.1,-0.06,-339.78,0.18,5.6,1.04,2.18
20.91,-0.11,1.1,-352.37,-4.86,5.99,1.17,2.13
21.0,-0.43,0.82,-345.87,-7.36,3.94,1.3,2.19
21.09,-0.27,-0.66,-342.22,-8.11,0.43,0.58,2.39
21.19,-0.42,-1.37,-355.49,-6.87,-1.7,0.51,2.67
21.27,-1.01,0.74,-361.33,-2.35,-1.65,0.49,2.92
21.38,-0.14,1.3,-339.41,2.74,-6.05,0.26,3.06
21.47,0.49,-0.06,-325.78,5.77,-11.08,0.67,3.06
21.56,-0.26,-0.89,-340.25,8.2,-6.14,0.72,2.94
21.72,-0.74,0.34,-349.09,9.44,0.49,1.05,2.73
21.74,-0.62,2.26,-343.56,8.13,4.13,1.59,2.46
21.84,-0.26,0.25,-341.89,4.18,9.72,0.65,2.23
21.92,0.7,-1.47,-354.31,-1.46,13.99,0.05,2.15
22.02,0.83,0.61,-358.26,-5.73,13.26,0.49,2.23
22.11,-0.25,0.72,-344.51,-7.82,6.84,0.24,2.46
22.21,-0.4,-0.44,-336.65,-7.43,0.28,-0.21,2.74
22.29,-0.01,-0.36,-337.24,-4.06,-3.19,0.16,3.0
22.38,-0.31,0.98,-343.02,-0.01,-8.24,0.91,3.2
22.49,0.22,1.72,-344.31,4.68,-11.11,0.94,3.26
22.65,0.81,-1.11,-342.56,8.75,-6.75,0.52,3.15
22.67,0.34,-2.48,-353.87,9.94,0.09,1.29,2.91
22.75,0.07,0.08,-362.3,9.09,5.68,1.87,2.61
22.85,-0.5,1.23,-344.91,5.29,9.95,0.91,2.32
22.94,-0.64,-0.61,-326.72,0.15,13.83,0.08,2.15
23.03,-0.29,-1.02,-340.83,-4.63,12.41,-0.17,2.14
23.13,0.05,1.21,-341.35,-7.38,10.36,-0.84,2.3
23.22,0.48,1.9,-330.12,-7.51,4.29,-0.68,2.59
23.31,0.49,-0.01,-345.5,-6.82,-11.3,0.98,2.85
23.41,-0.52,-1.41,-356.3,-3.44,-17.08,1.94,3.08
23.57,-1.27,0.31,-351.78,2.87,-12.21,1.75,3.15
23.59,-0.17,2.21,-344.37,7.62,-13.15,2.41,3.06
23.69,0.34,0.94,-335.54,9.76,-7.54,2.28,2.85
23.78,-0.13,-1.21,-336.37,10.21,10.3,-0.05,2.62
23.87,0.25,-0.1,-340.58,6.99,18.68,-0.88,2.37
23.94,-0.13,1.57,-343.61,0.85,13.18,0.44,2.17
24.05,-0.8,0.99,-345.07,-4.65,9.17,0.03,2.14
24.13,0.25,0.04,-347.37,-8.31,6.06,-0.23,2.27
24.23,0.07,0.57,-358.96,-9.62,-2.44,1.79,2.52
24.32,-0.12,1.01,-361.1,-6.94,-8.05,2.43,2.8
24.48,0.89,-0.24,-341.51,-2.25,-9.48,1.5,3.01
24.53,0.3,-0.69,-328.7,2.81,-5.03,-0.03,3.13
24.59,-0.32,-0.64,-344.76,7.97,1.8,-0.91,3.13
24.69,-0.21,1.12,-347.0,10.44,0.66,0.25,3.01
24.78,-0.3,2.5,-336.33,9.5,0.34,0.85,2.76
24.88,0.07,-0.13,-348.2,6.51,6.41,0.32,2.44
24.96,0.72,-1.0,-359.32,1.85,9.8,1.09,2.2
25.05,0.41,0.99,-349.96,-2.93,8.64,1.84,2.16
25.15,-0.74,1.38,-336.53,-6.87,5.52,0.76,2.3
25.24,-0.44,-0.2,-334.76,-7.8,7.62,-0.65,2.49
25.4,0.07,-1.03,-338.53,-6.65,3.11,-0.57,2.79
25.42,-0.1,0.76,-336.18,-4.83,-12.09,1.23,3.06
25.52,0.56,1.36,-348.87,-0.64,-21.99,3.59,3.23
25.62,0.78,1.63,-349.41,5.7,-15.32,2.5,3.24
25.69,-0.01,-0.31,-343.49,9.86,-4.9,1.02,3.1
25.8,-0.3,-1.58,-360.4,10.32,2.44,1.38,2.9
25.88,0.56,0.02,-359.48,8.43,10.41,0.28,2.63
25.98,0.26,0.17,-335.97,3.31,10.7,-0.52,2.39
26.08,-0.38,-0.76,-326.58,-2.64,8.3,0.18,2.25
26.16,-0.08,-0.61,-342.28,-8.19,1.8,1.14,2.29
26.32,0.13,0.3,-342.39,-10.51,-4.79,1.53,2.45
26.36,0.08,0.44,-331.74,-7.69,-4.39,0.9,2.71
26.44,-0.25,-0.03,-344.46,-3.55,-4.03,0.02,2.96
26.53,-0.64,-0.71,-360.2,0.84,-4.89,0.19,3.13
26.61,-0.56,1.14,-353.96,5.38,-6.84,0.39,3.21
26.72,-0.12,2.15,-336.67,8.39,-9.51,0.7,3.13
26.81,0.14,-0.15,-330.7,9.45,-4.62,1.13,2.9
26.89,0.35,-1.26,-341.18,8.84,5.72,0.94,2.68
26.99,-0.1,0.5,-346.22,5.77,11.22,1.04,2.47
27.08,-0.7,1.06,-340.86,0.34,10.73,0.99,2.31
27.25,-0.41,-0.58,-341.6,-4.51,9.79,0.09,2.35
27.29,0.4,-0.72,-354.18,-7.46,7.75,-0.11,2.48
27.37,0.37,1.13,-359.11,-8.5,2.32,-0.22,2.68
27.46,0.07,0.89,-337.7,-6.43,-5.02,-0.43,2.95
27.56,0.37,-0.16,-325.5,-1.9,-8.9,0.07,3.18
27.64,-0.05,-0.15,-343.65,3.23,-7.36,0.13,3.25
27.73,-0.61,1.08,-353.17,7.7,-6.26,0.83,3.17
27.83,-0.43,2.33,-339.8,10.12,-5.85,1.99,2.94
27.9,-0.04,-1.16,-336.41,9.99,0.69,1.39,2.68
28.01,0.53,-2.62,-355.21,6.86,11.89,0.29,2.46
28.17,1.24,0.97,-357.27,2.56,19.56,-0.17,2.25
28.2,0.29,1.61,-338.29,-3.14,13.09,0.03,2.22
28.31,-0.48,0.13,-329.75,-9.07,-0.47,0.99,2.32
28.38,-0.01,0.44,-337.31,-10.96,-7.59,1.74,2.55
28.46,-0.33,1.41,-342.45,-8.74,-11.6,2.12,2.83
28.55,-0.1,2.01,-339.33,-4.38,-18.05,2.96,3.08
28.65,0.29,0.23,-344.49,1.41,-16.83,2.3,3.18
28.75,-0.29,-2.01,-350.02,8.25,-0.91,-0.15,3.18
28.83,-0.41,-0.05,-354.5,12.44,11.06,-0.9,3.02
28.92,-0.23,1.02,-354.42,11.35,8.82,-0.02,2.76
29.08,-0.39,0.06,-332.12,6.31,1.97,1.08,2.53
29.13,0.07,0.62,-322.22,0.2,0.11,1.93,2.32
29.19,0.15,1.05,-346.47,-4.49,3.46,1.97,2.24
29.3,-0.58,1.21,-356.11,-8.34,-1.15,2.49,2.31
29.39,-0.19,1.31,-333.87,-10.11,-7.3,2.03,2.49
29.48,0.45,-1.06,-338.82,-8.53,-8.51,1.4,2.74
29.58,-0.61,-0.89,-363.25,-4.26,-7.77,1.34,2.97
29.67,-0.66,1.5,-354.36,1.88,-4.89,-0.12,3.13
29.76,0.41,1.47,-331.18,6.78,-5.07,-0.64,3.17
29.86,0.08,0.55,-330.25,9.12,-3.44,0.11,3.1
30.03,-0.15,-0.41,-345.11,8.91,-3.44,1.87,2.86
30.03,-0.04,0.64,-350.56,6.78,-3.43,3.38,2.68
30.12,-0.37,1.3,-348.59,3.26,3.54,2.15,2.43
30.21,0.06,-1.05,-347.63,-1.86,7.19,0.98,2.26
30.3,0.64,-1.17,-349.4,-6.49,5.94,1.25,2.32
30.41,0.13,1.21,-352.42,-8.29,3.54,1.29,2.51
30.48,-0.47,0.54,-343.03,-7.86,-2.11,0.79,2.77
30.58,0.16,-1.53,-327.8,-5.73,-6.54,-0.02,3.03
30.69,0.04,-0.66,-336.65,-1.3,-7.81,-0.12,3.2
30.76,-0.56,1.52,-353.97,4.33,-9.04,1.12,3.24
30.93,-0.14,2.13,-354.64,7.41,-13.09,2.88,3.15
30.95,0.19,1.29,-340.87,9.15,-7.21,2.06,2.93
31.04,0.33,-1.26,-346.73,9.91,10.43,-0.11,2.65
31.14,0.6,0.92,-358.07,7.08,24.21,-1.12,2.46
31.23,0.11,2.79,-346.76,0.41,15.95,-0.23,2.25
31.31,-1.38,1.36,-329.8,-6.62,2.7,0.37,2.19
31.42,-0.84,0.81,-327.57,-9.63,0.51,0.37,2.32
31.5,-0.04,0.12,-338.16,-9.25,-5.44,1.67,2.55
31.6,-0.49,0.98,-342.02,-6.42,-11.39,2.5,2.83
31.69,-0.37,1.9,-345.43,-1.46,-11.1,1.56,3.07
31.86,0.03,-0.33,-348.95,4.84,-5.42,-0.06,3.21
31.89,0.01,-2.33,-350.76,9.17,-0.26,-0.01,3.18
31.96,-0.23,-0.03,-351.86,9.99,-0.14,0.83,3.03
32.07,-0.36,0.9,-345.31,7.86,-4.26,1.53,2.78
32.16,-0.12,0.4,-325.21,4.78,-0.02,1.49,2.56
32.25,0.08,0.18,-326.4,-0.2,3.2,1.69,2.38
32.34,-0.3,0.57,-348.1,-5.4,2.24,1.95,2.26
32.44,-0.58,1.13,-351.43,-6.88,8.23,0.27,2.38
32.52,-0.37,0.41,-338.82,-7.1,8.55,-1.41,2.6
32.62,0.0,-0.96,-344.06,-6.53,1.66,-0.82,2.84
32.79,-0.85,0.42,-357.9,-2.56,0.9,-0.52,3.11
32.79,-0.74,1.61,-350.16,2.81,-4.92,0.01,3.23
32.91,0.17,1.49,-331.36,6.3,-14.12,1.37,3.25
32.98,0.41,0.17,-325.67,8.84,-8.42,1.22,3.1
33.08,0.73,-1.87,-336.23,10.12,2.36,1.05,2.82
33.15,0.02,0.29,-344.94,8.19,7.92,1.57,2.58
33.25,-0.68,1.52,-348.56,3.36,10.21,1.19,2.41
33.35,-0.09,-1.02,-347.66,-1.45,13.77,-0.33,2.29
33.44,0.19,-1.36,-352.25,-5.79,12.99,-0.43,2.37
33.54,0.07,0.74,-358.35,-9.39,3.47,0.65,2.61
33.7,0.61,-0.19,-343.46,-9.24,-7.82,0.89,2.86
33.74,0.77,-1.52,-325.79,-5.47,-12.91,0.94,3.12
33.82,-0.4,-0.62,-338.23,-1.22,-16.31,1.78,3.25
33.9,-0.78,0.72,-353.49,4.27,-14.21,2.23,3.21
33.99,-0.29,1.77,-353.03,10.47,-2.38,1.17,3.1
34.09,-0.25,1.22,-345.64,12.94,9.48,-0.84,2.9
34.18,0.2,-2.07,-350.24,9.18,12.78,-0.75,2.63
34.26,0.77,-0.61,-356.14,3.5,17.34,-0.2,2.38
34.37,0.57,1.6,-347.5,-1.64,13.9,0.2,2.22
34.45,-0.3,0.08,-334.81,-6.64,1.4,1.38,2.18
34.62,-0.13,-0.25,-333.06,-8.36,1.36,1.16,2.36
34.64,-0.39,0.8,-343.92,-7.81,1.22,0.4,2.63
34.72,-0.52,1.46,-346.2,-5.96,-7.65,0.89,2.87
34.82,0.25,1.41,-346.08,-1.8,-16.4,2.01,3.07
34.9,0.5,0.38,-342.82,3.8,-14.42,1.48,3.15
35.01,0.26,-1.92,-345.62,7.05,-9.46,1.52,3.13
35.09,-0.2,-0.2,-354.6,8.83,-3.64,1.96,3.03
35.19,-0.22,1.51,-344.77,9.92,7.14,0.72,2.74
35.29,-0.2,0.35,-323.84,6.88,15.73,-0.69,2.56
35.38,0.09,-0.72,-328.67,0.36,14.4,-0.36,2.38
35.55,0.33,0.3,-348.07,-4.83,13.41,-0.33,2.32
35.56,0.13,0.8,-355.23,-8.06,7.21,0.2,2.47
35.66,-0.19,-0.02,-344.87,-9.61,-8.09,1.78,2.72
35.76,-0.05,-1.03,-342.38,-6.93,-11.54,1.67,2.98
35.83,-0.48,-0.36,-356.48,-1.5,-6.8,0.87,3.18
35.93,-0.57,1.22,-352.44,3.93,-6.07,0.19,3.25
36.02,-0.03,1.33,-334.09,7.49,-9.26,0.46,3.17
36.12,0.07,0.05,-329.33,9.31,-6.04,1.06,3.03
36.2,0.27,-1.28,-339.63,9.59,3.53,0.9,2.81
36.28,0.08,0.72,-344.89,7.91,13.02,0.56,2.54
36.46,-0.83,1.87,-349.58,2.66,14.3,0.39,2.34
36.49,-0.76,2.29,-338.54,-2.75,15.92,-1.1,2.2
36.57,0.45,-0.7,-340.74,-7.07,12.02,-0.78,2.26
