Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Ncm]
12.87,-0.13,0.08,-0.01,0.18,-9.77,0.71,-0.0
12.87,-0.11,0.04,0.09,0.2,-9.81,0.7,-0.0
12.96,-0.03,0.02,0.09,0.22,-9.82,0.73,0.0
13.03,-0.06,0.07,0.05,0.23,-9.77,0.78,0.01
13.13,-0.11,0.06,0.03,0.18,-9.8,0.8,0.01
13.22,-0.12,0.08,-0.08,0.17,-9.8,0.75,0.01
13.32,-0.11,0.12,-0.08,0.24,-9.72,0.71,0.01
13.42,-0.07,0.05,0.05,0.27,-9.73,0.67,0.01
13.51,0.02,-0.01,0.13,0.21,-9.76,0.7,0.01
13.6,0.11,0.02,0.05,0.19,-9.76,0.76,0.01
13.79,0.05,0.08,-0.01,0.21,-9.78,0.75,0.0
13.79,-0.07,0.1,0.02,0.23,-9.75,0.69,0.01
13.88,-0.13,0.03,0.05,0.22,-9.76,0.68,0.01
13.96,-0.1,-0.01,0.03,0.18,-9.83,0.76,0.01
14.05,-0.05,0.06,0.02,0.17,-9.85,0.79,0.01
14.15,-0.12,0.04,0.08,0.17,-9.85,0.72,0.0
14.24,-0.19,0.04,0.07,0.18,-9.81,0.72,0.0
14.34,-0.11,0.14,0.05,0.21,-9.77,0.78,0.0
14.41,0.01,0.08,0.11,0.21,-9.79,0.76,0.0
14.51,0.02,0.0,0.09,0.19,-9.79,0.73,0.0
14.7,-0.06,0.09,0.04,0.18,-9.76,0.76,0.0
14.71,-0.06,0.09,0.01,0.19,-9.79,0.8,0.0
14.8,-0.05,-0.01,-0.04,0.21,-9.8,0.8,0.01
14.88,-0.04,0.06,-0.06,0.21,-9.75,0.78,0.01
14.98,-0.04,0.09,-0.04,0.2,-9.79,0.74,0.01
15.06,-0.14,-0.06,0.06,0.18,-9.8,0.69,0.01
15.17,-0.12,-0.07,0.16,0.21,-9.77,0.7,0.01
15.24,-0.06,-0.0,0.03,0.25,-9.79,0.71,0.01
15.34,-0.06,0.0,-0.1,0.23,-9.8,0.7,0.01
15.44,-0.04,-0.01,-0.0,0.17,-9.77,0.75,0.02
15.64,-0.06,-0.08,-0.04,0.16,-9.75,0.76,0.02
15.64,-0.06,-0.02,-0.13,0.18,-9.81,0.74,0.02
15.71,-0.01,0.15,-0.09,0.19,-9.82,0.73,0.02
15.82,0.02,0.11,-0.06,0.2,-9.81,0.77,0.02
15.89,-0.04,0.01,0.0,0.2,-9.84,0.79,0.02
15.98,-0.16,0.02,-0.0,0.18,-9.77,0.73,0.02
16.08,-0.09,-0.02,-0.01,0.19,-9.74,0.72,0.02
16.16,-0.01,0.02,0.07,0.22,-9.78,0.78,0.02
16.26,-0.08,0.06,0.03,0.25,-9.77,0.8,0.01
16.37,-0.05,0.05,-0.01,0.18,-9.76,0.77,0.01
16.55,-0.07,0.1,0.05,0.16,-9.79,0.72,0.02
16.56,-0.16,0.06,0.05,0.22,-9.83,0.7,0.02
16.62,-0.15,-0.03,0.01,0.22,-9.82,0.7,0.02
16.71,-0.09,-0.01,0.01,0.21,-9.77,0.75,0.02
16.82,-0.04,0.05,-0.05,0.23,-9.77,0.77,0.02
16.9,-0.04,0.01,-0.08,0.21,-9.78,0.74,0.02
17.0,-0.08,0.01,0.06,0.22,-9.8,0.75,0.02
17.09,-0.05,0.05,0.16,0.22,-9.82,0.75,0.02
17.19,-0.02,-0.05,0.07,0.17,-9.79,0.71,0.02
17.27,-0.06,-0.05,0.03,0.18,-9.77,0.71,0.02
17.45,-0.14,0.02,0.09,0.2,-9.79,0.69,0.02
17.47,-0.17,0.06,0.05,0.17,-9.79,0.67,0.02
17.56,-0.08,0.12,0.04,0.19,-9.77,0.71,0.02
17.63,0.01,0.16,0.08,0.25,-9.78,0.76,0.02
17.72,-0.1,0.15,0.06,0.24,-9.76,0.77,0.02
17.82,-0.14,0.04,0.04,0.21,-9.76,0.7,0.02
17.92,-0.05,-0.08,0.06,0.24,-9.76,0.7,0.02
18.01,-0.05,0.02,0.03,0.25,-9.74,0.75,0.02
18.11,-0.08,0.19,-0.01,0.2,-9.74,0.77,0.02
18.19,-0.01,0.17,0.09,0.2,-9.78,0.77,0.02
18.39,0.04,0.07,0.19,0.25,-9.77,0.73,0.06
18.39,0.23,0.71,-130.97,3.14,-6.56,0.54,0.72
18.49,0.56,0.34,-356.54,7.47,-7.85,0.58,1.96
18.57,0.31,-2.56,-394.18,8.35,-9.85,0.55,2.96
18.65,-0.7,-0.96,-341.95,7.34,-4.51,0.48,3.77
18.76,-0.55,2.19,-347.64,5.27,-0.84,0.7,4.16
18.85,0.29,-1.36,-337.2,0.78,4.07,0.2,4.01
18.93,-1.89,-1.63,-332.65,-5.31,-1.45,0.55,3.53
19.04,-2.55,2.25,-331.69,-8.91,-5.47,1.07,2.8
19.12,-0.12,1.27,-338.76,-8.28,-1.0,1.0,2.12
19.31,-0.25,-0.16,-364.09,-6.6,-10.75,1.88,1.74
19.32,-0.18,1.4,-340.83,-3.98,-17.7,1.72,1.56
19.4,1.1,1.42,-320.41,0.85,-19.9,1.45,1.63
19.49,0.87,-0.98,-335.91,6.74,-14.56,1.58,2.05
19.57,-0.21,1.13,-331.36,9.75,-7.76,1.39,2.75
19.67,-0.39,3.36,-332.86,9.0,-9.24,1.29,3.6
19.76,0.14,-1.67,-347.71,6.71,0.29,0.36,4.17
19.86,-1.14,-2.63,-362.5,1.58,2.86,0.25,4.18
19.95,-1.35,1.64,-356.52,-2.38,6.8,0.98,3.8
20.04,0.16,1.26,-339.59,-4.89,10.5,1.07,3.14
20.22,-0.03,-0.05,-336.97,-9.08,-5.04,1.0,2.4
20.23,0.22,1.81,-326.4,-9.93,-1.82,-0.23,1.88
20.3,0.75,1.52,-344.23,-5.57,2.2,-0.32,1.61
20.42,-0.38,-1.05,-365.0,0.65,-6.29,0.86,1.56
20.51,-0.56,0.33,-355.66,5.09,-6.79,0.7,1.78
20.6,0.98,1.69,-345.56,9.0,-6.06,1.12,2.39
20.69,0.57,-0.8,-327.13,12.36,8.62,0.98,3.29
20.78,-0.75,-0.95,-329.11,10.34,14.37,0.67,4.03
20.87,-0.62,1.52,-327.11,6.06,11.23,1.19,4.21
20.97,-0.71,1.85,-331.2,0.87,12.29,0.81,3.93
21.15,-0.07,-1.08,-362.79,-5.78,7.19,0.06,3.36
21.16,0.48,-1.78,-356.72,-8.95,13.95,-0.81,2.61
21.24,-0.44,0.82,-340.26,-9.27,9.0,-0.49,2.0
21.32,-0.54,1.03,-336.87,-7.25,-3.13,0.01,1.65
21.43,0.16,0.91,-344.85,-2.4,-5.77,0.2,1.53
21.5,0.93,1.55,-347.9,4.24,-9.05,1.02,1.68
21.6,0.63,0.18,-343.81,9.35,1.11,0.26,2.19
21.71,-0.13,-2.55,-366.62,11.25,11.41,-0.06,3.01
21.79,-0.3,-0.88,-363.82,11.42,14.7,0.88,3.86
21.87,-0.58,1.84,-343.28,7.98,16.8,0.81,4.22
22.07,-0.17,-1.55,-337.29,2.56,19.02,0.2,4.05
22.07,-1.11,-2.38,-333.4,-2.91,17.71,0.03,3.55
22.15,-1.7,0.45,-327.96,-8.25,11.83,-0.38,2.8
22.24,-0.32,0.05,-337.24,-9.43,4.69,-0.19,2.09
22.34,-0.26,-0.27,-359.37,-6.77,-0.58,0.41,1.66
22.42,0.04,1.54,-341.34,-3.45,-3.46,0.08,1.46
22.52,0.95,1.24,-320.71,1.27,-17.29,1.21,1.52
22.62,0.42,-1.4,-327.45,5.93,-17.36,1.34,1.94
22.72,-0.68,-0.2,-333.14,7.86,-9.12,0.46,2.67
22.8,-0.64,1.52,-330.09,9.12,-4.41,1.15,3.55
22.99,-0.18,-1.69,-339.09,8.57,13.51,0.61,4.13
22.99,-1.03,-2.74,-367.5,3.59,19.01,0.04,4.12
23.07,-0.94,-0.13,-356.28,-1.1,19.33,0.5,3.7
23.16,0.15,1.39,-331.47,-5.46,19.44,0.25,3.03
23.25,-0.45,1.35,-340.84,-9.7,4.09,0.12,2.29
23.35,-0.32,0.65,-338.15,-9.54,-0.36,-0.39,1.8
23.44,0.47,0.23,-341.11,-5.3,6.32,-1.19,1.55
23.54,-0.03,-0.3,-367.72,0.54,-1.11,-0.02,1.51
23.62,0.47,-0.32,-346.77,6.6,-4.58,0.77,1.81
23.72,0.7,-0.17,-320.9,9.5,-2.73,0.2,2.48
23.93,-0.14,-0.47,-339.08,8.61,-9.94,0.86,3.34
23.93,-0.4,0.9,-329.83,7.37,-5.33,1.54,4.0
24.0,-0.56,0.94,-332.51,2.68,0.19,0.71,4.15
24.08,0.07,-2.19,-368.94,-3.01,0.29,0.12,3.81
24.18,0.28,-1.62,-356.84,-5.8,4.1,0.66,3.21
24.27,-0.94,1.25,-334.84,-7.93,-5.36,1.74,2.47
24.37,-0.72,1.24,-338.8,-8.26,-15.28,2.18,1.87
24.45,0.59,2.11,-334.68,-6.1,-13.7,1.62,1.54
24.55,0.77,1.99,-352.06,-1.37,-17.29,2.0,1.43
24.63,0.24,-1.1,-364.33,4.65,-10.6,1.55,1.6
24.82,-0.29,0.04,-344.6,8.26,-0.97,0.18,2.13
24.83,0.0,2.12,-343.18,8.03,-12.15,0.63,2.95
24.91,0.25,-1.18,-335.06,7.92,-3.98,0.72,3.76
24.99,-1.44,0.4,-320.57,6.06,11.78,0.64,4.11
25.12,-2.13,3.88,-334.3,0.95,9.13,1.06,3.96
25.19,0.24,0.25,-345.32,-2.63,18.96,0.29,3.45
25.27,0.26,-0.64,-358.08,-6.72,14.19,0.4,2.73
25.38,-0.81,1.04,-357.21,-9.91,-3.55,0.83,2.07
25.47,0.3,0.97,-328.03,-8.33,3.2,-0.8,1.64
25.56,0.49,1.76,-337.56,-3.45,-2.2,-0.04,1.42
25.76,0.78,1.6,-360.13,2.84,-15.19,2.07,1.49
25.76,0.7,-0.64,-351.29,8.69,1.89,0.52,1.89
25.85,-0.29,-1.45,-364.3,11.18,9.34,-0.07,2.68
25.92,-0.05,-0.28,-359.47,10.9,2.98,1.27,3.57
26.03,-0.14,-0.9,-324.17,7.44,6.88,0.69,4.07
26.11,-1.36,-0.16,-336.58,-0.11,-1.37,0.44,4.03
26.22,-1.33,1.71,-340.11,-4.61,-4.48,1.2,3.62
26.29,-0.08,0.79,-330.04,-6.01,4.86,1.04,2.95
26.4,-0.33,0.14,-367.74,-8.09,-4.1,1.66,2.24
26.48,-0.53,0.21,-360.29,-8.22,-9.7,1.24,1.71
26.66,0.23,0.19,-322.22,-4.85,-1.39,-0.76,1.45
26.67,0.16,0.37,-347.89,0.47,-12.56,0.61,1.44
26.76,0.82,0.42,-353.15,6.24,-14.63,1.94,1.77
26.85,0.66,-0.73,-342.06,10.17,4.85,0.24,2.47
26.95,-0.66,-2.51,-372.38,11.16,12.03,-0.06,3.35
27.02,-0.58,-0.24,-359.28,10.55,17.31,0.93,3.98
27.13,-0.97,2.17,-333.58,4.54,13.97,0.57,4.08
27.21,-0.93,0.21,-342.27,-2.18,9.75,0.1,3.77
27.32,-0.37,0.27,-321.42,-4.91,18.09,0.15,3.16
27.39,-1.19,1.16,-328.25,-7.98,5.66,0.59,2.42
27.62,-0.98,0.22,-369.56,-9.02,-8.1,0.93,1.84
27.62,0.42,1.16,-345.0,-6.91,1.93,-0.48,1.5
27.69,0.59,1.13,-320.54,-2.23,-3.66,-0.4,1.38
27.77,0.2,-1.27,-345.34,4.77,-13.66,1.17,1.57
27.87,0.17,0.52,-337.27,10.61,3.01,0.76,2.13
27.94,-0.23,2.48,-338.02,11.27,6.77,0.38,2.98
28.05,-0.12,-1.86,-369.8,9.08,0.5,0.79,3.8
28.15,-0.0,-1.6,-348.57,7.85,17.44,0.88,4.14
28.22,-1.19,2.27,-330.36,1.83,17.25,0.62,3.98
28.32,-0.72,0.62,-346.18,-6.53,-2.87,0.65,3.5
28.52,0.6,0.07,-324.04,-9.05,-2.24,0.79,2.78
28.52,-0.57,1.2,-325.64,-8.21,-3.04,1.19,2.13
28.61,-1.22,0.16,-367.19,-6.16,-16.75,2.18,1.73
28.69,0.29,0.45,-339.64,-2.89,-16.2,1.22,1.52
28.78,1.04,1.08,-306.91,1.24,-10.06,-0.21,1.58
28.86,0.58,-0.03,-341.34,5.35,-18.97,1.28,2.01
28.98,-0.1,0.68,-340.91,9.4,-12.66,2.16,2.81
29.05,-0.73,0.96,-329.45,10.52,8.46,0.58,3.67
29.15,-0.36,-1.76,-364.87,7.44,15.27,-0.03,4.13
29.23,-0.07,-0.9,-360.39,4.12,20.76,0.61,4.07
29.43,-1.04,1.77,-344.33,-1.98,16.05,0.57,3.65
29.43,-0.45,0.84,-349.23,-8.48,5.17,0.14,2.96
29.5,1.01,0.58,-320.23,-10.41,9.0,-0.72,2.26
29.61,-0.12,0.97,-328.11,-8.38,1.13,-0.02,1.79
29.69,-0.86,0.16,-374.4,-3.6,-17.23,2.18,1.53
29.8,0.66,0.03,-341.93,1.07,-12.89,1.23,1.48
29.89,0.88,-0.42,-301.06,4.67,-6.97,-0.4,1.8
29.99,-0.47,0.16,-336.54,6.91,-17.5,0.92,2.47
30.06,-0.68,0.91,-345.61,9.35,-8.5,1.76,3.36
30.17,-0.11,-1.87,-337.64,9.0,12.7,0.48,4.06
30.36,-0.33,-2.45,-367.75,2.18,5.03,0.29,4.21
30.36,-0.26,0.06,-357.02,-2.99,2.25,0.86,3.9
30.43,-0.23,0.69,-332.67,-5.07,14.03,0.47,3.28
30.53,-0.91,0.89,-338.21,-9.24,6.33,0.13,2.53
30.62,-0.05,0.89,-326.48,-10.6,3.93,-0.84,1.95
30.71,0.55,0.45,-334.94,-6.02,5.01,-0.77,1.61
30.81,-0.44,0.58,-370.46,0.02,-4.24,0.84,1.47
30.88,0.28,-0.05,-345.14,5.5,-1.86,0.6,1.66
30.99,1.25,-1.34,-314.74,9.76,7.32,-0.45,2.25
31.08,0.61,-1.6,-341.2,11.12,6.48,0.22,3.08
31.27,-0.43,0.29,-331.46,10.91,8.71,1.02,3.88
31.27,-1.22,1.5,-326.58,6.36,9.63,0.54,4.21
31.36,-0.66,-0.65,-364.34,-1.41,0.3,0.48,4.03
31.45,0.26,-0.86,-353.49,-5.34,3.01,0.92,3.5
31.53,-0.26,0.69,-333.79,-7.15,0.6,1.47,2.75
31.63,-0.91,1.1,-344.89,-8.18,-15.51,2.46,2.09
31.72,0.26,2.18,-338.78,-7.01,-12.57,1.32,1.71
31.81,1.38,1.14,-349.63,-2.83,-2.09,-0.08,1.51
31.92,0.49,-1.04,-381.96,3.99,-1.22,0.84,1.59
32.0,-0.52,0.0,-351.32,9.58,3.56,0.66,2.06
32.19,-0.02,1.35,-317.03,10.27,1.8,-0.03,2.9
32.2,0.63,-0.22,-333.74,9.28,1.32,0.62,3.73
32.26,-0.08,-0.21,-322.54,9.43,17.89,0.95,4.16
32.37,-1.05,1.44,-329.99,3.57,15.65,0.5,4.12
32.46,-0.13,-0.53,-371.28,-4.72,1.4,0.43,3.68
32.55,0.81,-0.79,-354.17,-7.62,11.82,0.04,2.99
32.63,-0.3,0.92,-328.77,-8.47,7.73,0.27,2.27
32.74,-0.7,0.32,-348.45,-7.5,-17.61,2.13,1.78
32.82,0.27,2.04,-348.98,-4.1,-17.19,1.97,1.52
32.91,0.49,2.06,-353.96,0.47,-9.55,1.07,1.52
33.11,0.1,-1.4,-378.5,6.79,-2.93,1.2,1.85
33.11,-0.61,-0.12,-353.2,11.52,8.57,0.64,2.51
33.19,-1.08,2.18,-330.47,9.37,-1.39,0.4,3.39
33.28,-0.33,0.08,-334.55,6.64,-0.17,0.62,4.07
33.38,-0.37,0.22,-323.78,5.75,21.29,0.76,4.22
33.47,-1.74,2.3,-338.78,-0.33,14.65,0.78,3.91
33.56,-0.59,0.64,-362.54,-6.71,6.02,0.26,3.29
33.65,0.95,0.35,-350.13,-9.24,16.84,-0.77,2.53
33.75,-0.33,1.45,-343.55,-9.11,4.38,-0.15,1.97
33.83,-0.48,-0.08,-345.76,-5.87,-14.83,1.17,1.62
34.02,0.46,1.36,-338.15,-1.34,-13.59,1.17,1.5
34.02,0.76,1.95,-364.56,3.12,-16.79,1.67,1.72
34.11,1.12,-3.63,-379.6,7.86,-7.55,1.11,2.31
34.2,0.1,-2.9,-343.54,10.62,7.37,0.12,3.19
34.3,-1.23,1.85,-338.96,7.39,-3.67,0.57,3.96
34.4,-0.25,-1.32,-345.93,3.76,1.78,0.37,4.22
34.48,-0.52,-1.11,-325.3,0.92,16.91,0.37,4.02
34.57,-1.99,2.54,-335.01,-5.49,0.59,1.24,3.49
34.66,0.1,0.33,-363.46,-9.59,-0.52,0.33,2.74
34.76,0.94,0.52,-352.43,-9.36,12.16,-0.89,2.09
34.95,-0.76,1.25,-327.71,-6.51,-8.23,0.81,1.69
34.95,-0.44,-1.38,-327.66,-1.87,-16.08,1.04,1.5
35.04,0.28,0.8,-333.02,2.98,0.26,-0.64,1.58
35.13,0.31,3.73,-348.74,8.35,-0.28,0.5,2.05
35.22,0.11,-0.86,-362.46,12.6,5.97,1.29,2.82
35.32,-0.55,-1.56,-352.91,11.3,11.96,0.61,3.68
35.39,-0.5,2.05,-341.43,6.36,4.4,0.77,4.17
35.5,0.34,-0.91,-329.76,3.34,16.91,0.6,4.1
35.59,-1.17,-0.13,-327.43,-2.04,14.43,0.85,3.69
35.67,-2.1,3.22,-331.93,-8.73,-6.68,1.17,2.99
35.87,0.03,0.78,-338.8,-8.95,-4.61,0.9,2.3
35.87,0.16,0.15,-352.03,-6.35,-11.35,1.91,1.83
35.96,-0.24,1.02,-330.16,-3.95,-24.05,2.05,1.56
36.05,0.45,-0.61,-305.04,0.58,-15.84,0.42,1.53
36.14,0.55,-0.18,-331.11,4.9,-15.14,0.63,1.86
36.23,0.57,1.72,-339.95,8.93,-11.4,1.61,2.55
36.32,-0.55,-0.19,-336.43,10.97,7.71,0.68,3.45
36.41,-1.07,-1.95,-369.68,8.54,16.02,0.2,4.09
36.52,-0.42,0.09,-355.81,5.5,21.43,0.87,4.2
36.6,-0.9,1.59,-325.76,-0.42,18.71,0.62,3.9
36.8,-0.7,0.58,-341.03,-7.31,8.05,0.15,3.27
36.8,0.61,0.57,-326.94,-10.01,9.51,-0.56,2.52
36.86,0.33,1.12,-328.6,-8.78,1.86,0.04,1.99
36.96,-0.42,0.21,-369.81,-4.42,-16.5,2.39,1.68
37.07,0.15,0.76,-343.12,-0.1,-14.47,1.68,1.59
37.16,0.6,0.47,-302.21,3.32,-10.15,-0.19,1.8
37.25,0.71,-1.16,-333.24,6.45,-19.25,0.86,2.42
37.33,0.2,0.17,-341.94,9.38,-10.17,1.77,3.31
37.42,-0.87,0.09,-334.82,8.6,6.55,0.69,4.0
37.52,-0.93,-1.55,-369.35,2.76,1.36,0.34,4.23
37.73,-0.48,0.2,-356.75,-1.34,3.94,0.89,4.03
37.73,-0.84,1.4,-328.56,-3.99,15.65,0.55,3.48
37.81,-0.82,0.61,-339.37,-8.9,6.78,0.18,2.71
66.8,0.19,1.27,-327.62,-10.79,3.33,-0.54,2.1
66.8,0.21,0.83,-340.37,-6.81,0.73,-0.06,1.7
66.81,-0.07,-1.24,-379.54,-1.12,-10.15,1.45,1.5
66.81,0.3,0.3,-346.26,4.13,-2.68,0.42,1.63
66.81,0.37,1.55,-312.12,7.45,-4.2,-0.38,2.12
66.82,0.58,-1.23,-329.29,8.8,-14.31,0.86,2.88
66.82,-0.03,-0.02,-327.58,8.78,-5.49,1.48,3.77
67.07,-1.34,2.37,-340.24,4.52,-2.47,0.91,4.25
67.08,-0.31,-1.38,-360.92,0.28,2.81,0.5,4.2
67.08,0.37,-1.85,-345.71,-3.04,9.15,0.94,3.78
67.08,-1.22,1.38,-342.49,-7.77,-5.59,1.7,3.07
67.08,-0.57,0.56,-336.24,-9.06,-6.96,1.18,2.37
67.08,0.72,0.88,-333.39,-7.16,-2.28,0.65,1.9
67.08,0.57,1.67,-364.91,-2.98,-17.31,2.31,1.62
67.09,0.12,-0.37,-367.4,2.87,-11.35,1.82,1.63
67.09,-0.47,0.97,-347.43,6.9,1.7,-0.07,1.98
67.09,0.01,2.2,-342.35,10.06,-0.46,0.59,2.65
67.31,0.16,-1.44,-328.69,12.6,12.53,0.89,3.53
67.31,-1.22,0.28,-323.62,8.93,11.99,0.81,4.16
67.31,-1.46,2.92,-343.47,2.6,1.14,1.12,4.24
67.31,0.48,-1.19,-353.49,-0.48,18.22,0.37,3.9
67.31,0.39,-0.92,-353.9,-4.88,16.49,0.6,3.29
67.31,-1.09,1.54,-354.68,-9.53,-7.49,1.44,2.58
67.32,-0.1,0.35,-337.53,-9.52,-2.5,0.09,2.03
67.32,0.74,1.87,-331.65,-5.57,-4.26,0.41,1.72
67.32,0.44,2.63,-360.77,0.14,-23.0,2.57,1.66
67.32,0.21,-0.97,-372.94,5.21,-11.47,1.49,1.88
67.57,-0.11,-0.12,-357.58,7.91,-2.69,0.26,2.5
67.57,-0.11,2.22,-350.7,8.31,-13.55,0.91,3.37
67.57,0.03,-0.93,-334.58,8.03,-0.13,0.62,4.14
67.57,-1.01,0.55,-318.64,4.36,10.16,0.6,4.41
67.57,-1.88,3.44,-337.91,-2.89,-4.67,1.15,4.17
67.57,0.15,-0.41,-356.94,-6.85,2.25,0.33,3.62
67.58,0.96,-0.54,-349.99,-7.72,13.09,0.07,2.86
67.58,-0.69,1.2,-343.66,-8.06,-8.15,1.73,2.21
67.58,-0.43,-0.57,-334.78,-6.4,-14.15,1.23,1.8
67.58,0.45,1.2,-331.45,-2.45,-3.94,-0.26,1.64
67.83,0.71,2.63,-363.04,4.0,-7.57,0.72,1.75
67.83,0.73,-1.72,-376.29,10.38,3.47,0.69,2.23
67.83,0.05,-1.72,-358.27,11.56,11.14,0.22,3.03
67.84,-0.19,1.57,-350.63,9.75,4.7,0.96,3.91
67.84,0.25,-0.95,-330.6,8.11,15.96,0.73,4.36
67.84,-1.04,0.12,-326.75,2.11,14.29,0.68,4.27
67.84,-1.77,3.16,-339.71,-5.03,-0.33,1.05,3.82
67.84,0.29,0.42,-338.36,-7.91,11.75,-0.28,3.11
67.84,0.28,0.27,-356.38,-8.98,9.85,-0.25,2.43
67.85,-0.72,0.86,-353.33,-7.7,-15.44,1.54,1.96
68.07,-0.39,-1.21,-313.61,-3.6,-15.6,0.87,1.7
68.07,-0.1,0.8,-322.98,1.27,-13.92,0.96,1.68
68.07,0.92,2.69,-361.55,5.68,-20.81,2.22,2.07
68.07,0.89,-1.5,-361.81,9.25,-4.96,0.8,2.84
68.08,-0.48,-1.59,-359.28,9.38,4.94,-0.07,3.67
68.08,-0.7,1.43,-358.01,5.5,-4.4,0.72,4.23
68.09,0.24,-1.97,-336.17,1.79,3.8,0.24,4.31
68.09,-1.01,-0.99,-329.72,-2.73,9.08,0.15,3.98
68.09,-2.23,3.25,-335.55,-8.16,2.31,0.37,3.34
68.09,-0.13,0.89,-343.46,-9.59,11.55,-0.71,2.6
68.46,0.31,-0.2,-356.51,-8.25,8.06,-0.42,2.08
68.46,-0.05,1.03,-328.8,-6.24,-4.79,-0.19,1.79
68.46,0.35,-0.06,-296.91,-1.11,-0.91,-1.24,1.73
68.46,0.4,0.68,-330.81,5.08,-6.83,0.14,1.97
68.47,1.0,2.73,-354.79,9.79,-10.32,1.92,2.58
68.47,0.13,-0.43,-347.02,12.76,12.11,0.91,3.42
68.47,-1.1,-1.97,-364.57,10.14,16.16,0.38,4.19
68.47,-0.34,0.45,-357.63,4.64,5.98,1.01,4.46
68.48,0.27,-0.42,-326.46,1.07,18.92,0.62,4.22
68.48,-0.96,-0.08,-330.09,-4.24,14.28,0.75,3.63
68.71,-1.01,1.73,-332.13,-9.82,-4.85,0.79,2.85
68.71,0.09,0.76,-335.25,-9.28,-4.82,0.51,2.18
68.71,-0.12,-0.27,-361.8,-4.93,-14.19,2.09,1.76
68.71,0.3,0.55,-339.01,-1.24,-17.68,1.84,1.59
68.72,0.9,0.72,-306.02,2.67,-7.38,-0.19,1.74
